,GM,DAY,DATE,ET,LOCAL,AWAY,HOME,AWAY.TV,DUR,HH.RTG,HH.SHR,HH.IMP,P2..IMP,HOME.TV,DUR.1,HH.RTG.1,HH.SHR.1,HH.IMP.1,P2..IMP.1,NAT.TV,CN.TV
3865,171,Wed,11/20/2013,9:00:00 PM,7:00:00 PM,SAC,PHX,CSN-S,165,2.2,4,31,40,FSA,150,2,3,37,49,,
3866,172,Wed,11/20/2013,9:30:00 PM,8:30:00 PM,HOU,DAL,CSN-H,180,1.4,3,31,39,FSSW-DAL,180,2.2,4,58,69,ESPN,
3867,173,Wed,11/20/2013,10:30:00 PM,7:30:00 PM,MEM,GSW,SSO-MEM,150,3.2,5,21,NA,CSN-BA,150,4.1,8,104,149,,
3868,174,Thu,11/21/2013,8:00:00 PM,7:00:00 PM,LAC,OKC,,NA,,NA,NA,NA,,NA,,,,,TNT,
3869,175,Thu,11/21/2013,10:30:00 PM,8:30:00 PM,CHI,DEN,WGN,165,3.8,9,133,181,,NA,,,,,TNT,
3870,176,Fri,11/22/2013,7:00:00 PM,7:00:00 PM,PHX,CHA,FSA,165,1.6,3,30,45,SSO-CHA,150,1.3,2,15,15,,
3871,177,Fri,11/22/2013,7:00:00 PM,7:00:00 PM,MIL,PHI,,NA,,NA,NA,NA,CSN-P,165,1.5,3,45,49,,
3872,178,Fri,11/22/2013,7:00:00 PM,7:00:00 PM,WAS,TOR,CSN-W+,150,0.2,0,5,5,TSN2,NA,,,,,,TSN2
3873,179,Fri,11/22/2013,7:30:00 PM,7:30:00 PM,IND,BOS,FSI,150,3.7,6,41,NA,CSN-NE,135,2.6,5,62,77,,
3874,180,Fri,11/22/2013,7:30:00 PM,7:30:00 PM,ATL,DET,FSS-ATL,150,1.5,3,39,39,FSD,150,2.6,5,49,71,,
3875,181,Fri,11/22/2013,8:00:00 PM,7:00:00 PM,SAS,MEM,FSSW-SA,150,7.5,11,68,NA,SSO-MEM,NA,,,,,ESPN,
3876,182,Fri,11/22/2013,8:00:00 PM,7:00:00 PM,BRK,MIN,YES,135,0.7,1,53,77,FSNN-MIN,150,3.6,7,63,71,,
3877,183,Fri,11/22/2013,8:00:00 PM,7:00:00 PM,CLE,NOP,FSO,150,3.5,6,52,64,FSNO,150,2.7,4,17,NA,,
3878,184,Fri,11/22/2013,8:30:00 PM,7:30:00 PM,UTA,DAL,ROOT,150,3.2,6,30,NA,FSSW-DAL,150,2.7,5,71,95,,
3879,185,Fri,11/22/2013,10:00:00 PM,7:00:00 PM,CHI,POR,CSN-C,150,4.1,8,146,201,CSN-POR,150,4.1,8,49,72,,
3880,186,Fri,11/22/2013,10:30:00 PM,7:30:00 PM,GSW,LAL,CSN-BA,150,2.6,5,65,110,TWC SN/TWC D,150,2.9,5,162,236,ESPN,
3881,187,Sat,11/23/2013,3:30:00 PM,12:30:00 PM,SAC,LAC,CSN-S,150,0.6,1,8,15,FSNP,180,1,3,56,68,,
3882,188,Sat,11/23/2013,7:00:00 PM,7:00:00 PM,PHI,IND,CSN-P,150,1.3,2,38,53,FSI,150,5.2,9,58,NA,,
3883,189,Sat,11/23/2013,7:00:00 PM,7:00:00 PM,NYK,WAS,MSG,150,1.7,3,127,196,CSN-W,150,1.6,3,39,46,,
3884,190,Sat,11/23/2013,7:30:00 PM,7:30:00 PM,BOS,ATL,CSN-NE,150,2.3,4,55,67,FSS-ATL,150,0.8,1,19,22,,
3885,191,Sat,11/23/2013,7:30:00 PM,7:30:00 PM,ORL,MIA,FSFL,150,1,2,15,22,SunSpM,165,7.1,13,117,171,,
3886,192,Sat,11/23/2013,8:00:00 PM,7:00:00 PM,MIN,HOU,FSNN-MIN,135,2,4,36,45,CSN-H,135,1.5,3,33,45,,
3887,193,Sat,11/23/2013,8:30:00 PM,7:30:00 PM,CHA,MIL,SSO-CHA,150,0.4,1,4,4,FSNWI,150,0.3,1,3,NA,,
3888,194,Sat,11/23/2013,8:30:00 PM,7:30:00 PM,CLE,SAS,FSO,135,1.4,2,21,26,FSSW-SA,135,6.9,11,62, NA,,
3889,195,Sat,11/23/2013,9:00:00 PM,7:00:00 PM,DAL,DEN,FSSW-DAL,150,1.3,2,34,44,ASE2,150,1.7,4,26,36,NBA TV,
3890,196,Sat,11/23/2013,10:30:00 PM,7:30:00 PM,POR,GSW,CSN-POR,150,4.7,9,56,83,CSN-BA,150,3.4,7,85,107,,
3891,197,Sun,11/24/2013,2:00:00 PM,2:00:00 PM,DET,BRK,FSD,150,0.6,1,11,16,YES,150,0.5,1,37,87,,
3892,198,Sun,11/24/2013,3:30:00 PM,12:30:00 PM,CHI,LAC,CSN-C,150,0.8,2,29,49,FSNP,150,0.6,2,35,44,,
3893,199,Sun,11/24/2013,6:00:00 PM,6:00:00 PM,PHX,ORL,FSA,135,1.4,2,26,33,FSFL,135,0.5,1,7,11,NBA TV,
3894,200,Sun,11/24/2013,7:00:00 PM,6:00:00 PM,UTA,OKC,ROOT,150,2,4,17,NA,FSOK,150,8,11,58,NA,,
3895,201,Sun,11/24/2013,9:30:00 PM,6:30:00 PM,SAC,LAL,CSN-S,150,1.5,2,21,28,TWC SN/TWC D,150,2.7,4,151,225,,
3896,202,Mon,11/25/2013,7:00:00 PM,7:00:00 PM,BOS,CHA,CSN-NE,150,1.8,3,43,57,SSO-CHA,150,0.4,1,5,6,,
3897,203,Mon,11/25/2013,7:00:00 PM,7:00:00 PM,MIN,IND,FSNN-MIN,135,2.5,4,43,45,FSI,135,4.1,6,45,NA,,
3898,204,Mon,11/25/2013,7:30:00 PM,7:30:00 PM,MIL,DET,FSNWI,135,0.5,1,5,NA,FSD,150,1.9,3,36,50,,
3899,205,Mon,11/25/2013,7:30:00 PM,7:30:00 PM,PHX,MIA,FSA,150,1.7,3,31,41,SunSpM,165,7.1,11,117,174,,
3900,206,Mon,11/25/2013,8:00:00 PM,7:00:00 PM,HOU,MEM,CSN-H,150,1.5,2,34,49,SSO-MEM,150,3.2,4,22,NA,,
3901,207,Mon,11/25/2013,8:30:00 PM,7:30:00 PM,DEN,DAL,ASE,150,1.6,3,25,32,FSSW-DAL,150,1.6,2,42,47,,
3902,208,Mon,11/25/2013,8:30:00 PM,7:30:00 PM,NOP,SAS,FSNO,150,1.4,2,9,NA,FSSW-SA,165,7.7,11,70,NA,,
3903,209,Mon,11/25/2013,9:00:00 PM,7:00:00 PM,CHI,UTA,WGN,165,3.7,6,131,183,ROOT,150,3.9,7,56,NA,NBA TV,
3904,210,Mon,11/25/2013,10:00:00 PM,7:00:00 PM,NYK,POR,MSG,150,1.6,3,116,163,CSN-POR,150,5,9,59,79,,
3905,211,Tue,11/26/2013,7:00:00 PM,7:00:00 PM,BRK,TOR,YES,150,1,2,74,111,TSN,NA,,,,,,TSN
3906,212,Tue,11/26/2013,7:00:00 PM,7:00:00 PM,LAL,WAS,TWC SN/TWC D,135,1.8,4,101,143,CSN-W,135,1.4,2,33,34,NBA TV,
3907,213,Tue,11/26/2013,7:30:00 PM,7:30:00 PM,ORL,ATL,FSFL,150,0.9,1,14,20,FSS-ATL,165,1.5,2,36,36,,
3908,214,Tue,11/26/2013,8:00:00 PM,7:00:00 PM,GSW,NOP,CSN-BA,150,3,7,74,97,FSNO,150,2.1,3,14,NA,,
3909,215,Wed,11/27/2013,7:00:00 PM,7:00:00 PM,IND,CHA,FSI,150,6.4,11,71,NA,SSO-CHA,150,0.69,1.1,8,10.1,,
3910,216,Wed,11/27/2013,7:00:00 PM,7:00:00 PM,PHI,ORL,TCN-P,135,1,2,29,34,FSFL,150,1,2,15,12,,
3911,217,Wed,11/27/2013,7:30:00 PM,7:30:00 PM,MEM,BOS,SSO-MEM,150,1.75,2.6,11.9,NA,CSN-NE,150,2.1,4,51,62,,
3912,218,Wed,11/27/2013,7:30:00 PM,7:30:00 PM,LAL,BRK,TWC SN/TWC D,150,2.2,5,123,190,YES,150,0.9,2,71,88,,
3913,219,Wed,11/27/2013,7:30:00 PM,7:30:00 PM,MIA,CLE,SunSpM,165,6,10,100,155,FSO,165,3.3,6,48,60,ESPN,
3914,220,Wed,11/27/2013,7:30:00 PM,7:30:00 PM,CHI,DET,CSN-C,150,2.8,5,101,137,FSD+,150,0.8,1,16,18,,
3915,221,Wed,11/27/2013,8:00:00 PM,7:00:00 PM,ATL,HOU,FSS-ATL,135,1.1,2,27,34,CSN-H,135,1.6,3,36,70,,
3916,222,Wed,11/27/2013,8:00:00 PM,7:00:00 PM,WAS,MIL,CSN-W+,165,0.2,NA,5,6,FSNWI,165,0.3,,3,NA,,
3917,223,Wed,11/27/2013,8:00:00 PM,7:00:00 PM,DEN,MIN,ASE,150,2.3,5,36,46,FSNN-MIN+,150,1.7,4,30,40,,
3918,224,Wed,11/27/2013,8:00:00 PM,7:00:00 PM,SAS,OKC,FSSW-SA,135,8.7,15,79,NA,FSOK,150,11.75555556,19.66666667,85.88888889,NA,,
3919,225,Wed,11/27/2013,8:30:00 PM,7:30:00 PM,GSW,DAL,CSN-BA,150,3.1,7,77,103,FSSW-DAL,150,2.6,5,68,100,,
3920,226,Wed,11/27/2013,9:00:00 PM,7:00:00 PM,POR,PHX,CSN-POR,150,3.6,7,42,67,FSA,135,2,4,37,60,,
3921,227,Wed,11/27/2013,10:30:00 PM,7:30:00 PM,NYK,LAC,MSG,150,2.2,5,162,222,FSNP,150,2,4,113,156,NBA TV,
3922,228,Fri,11/29/2013,7:00:00 PM,7:00:00 PM,MIL,CHA,FSNWI,150,0.4,1,3,NA,SSO-CHA,150,0.53,1,6.2,8.6,,
3923,229,Fri,11/29/2013,7:00:00 PM,7:00:00 PM,SAS,ORL,FSSW-SA,135,5.9,10,53,NA,FSFL,135,1.3,2,19,19,,
3924,230,Fri,11/29/2013,7:00:00 PM,7:00:00 PM,MIA,TOR,SunSpM,150,7,12,116,171,TSN,NA,,,,,,TSN
3925,231,Fri,11/29/2013,7:30:00 PM,7:30:00 PM,DAL,ATL,FSSW-DAL,150,1.6,3,44,57,FSS-ATL,150,1.3,2,32,35,,
3926,232,Fri,11/29/2013,7:30:00 PM,7:30:00 PM,CLE,BOS,FSO,150,1.8,3,26,41,CSN-NE,150,2.3,4,56,80,,
3927,233,Fri,11/29/2013,7:30:00 PM,7:30:00 PM,LAL,DET,TWC SN/TWC D,150,2.4,5,138,198,FSD,150,2.7,5,50,67,,
3928,234,Fri,11/29/2013,8:00:00 PM,7:00:00 PM,BRK,HOU,YES,150,0.7,1,53,94,CSN-H,150,1.3,2,30,38,,
3929,235,Fri,11/29/2013,8:00:00 PM,7:00:00 PM,GSW,OKC,CSN-BA,150,2.7,7,67,102,FSOK,180,11.65833333,18.25,84.91666667,NA,NBA TV,
3930,236,Fri,11/29/2013,8:00:00 PM,8:00:00 PM,WAS,IND,CSN-W,150,0.5,1,12,18,FSI,135,5.9,10,65,NA,,
3931,237,Fri,11/29/2013,8:00:00 PM,8:00:00 PM,NOP,PHI,FSNO,150,1.98,2.9,13,NA,CSN-P,135,1.5,3,45,45,,
3932,238,Fri,11/29/2013,9:00:00 PM,7:00:00 PM,NYK,DEN,MSG,150,1.6,3,122,187,ASE,150,3.5,7,55,80,,
3933,239,Fri,11/29/2013,9:00:00 PM,7:00:00 PM,PHX,UTA,FSA,135,1.6,3,30,42,ROOT,150,3.2,7,30,NA,,
3934,240,Fri,11/29/2013,10:00:00 PM,7:00:00 PM,LAC,SAC,FSNP,180,2.1,4,117,141,CSN-S,195,2.1,4,29,37,,
3935,241,Sat,11/30/2013,7:00:00 PM,7:00:00 PM,ATL,WAS,FSS-ATL,150,0.7,1,17,19,CSN-W,150,0.6,1,14,22,,
3936,242,Sat,11/30/2013,7:30:00 PM,7:30:00 PM,CHI,CLE,WGN,150,2.8,5,99,129,FSO,150,2.7,5,40,52,,
3937,243,Sat,11/30/2013,8:00:00 PM,7:00:00 PM,BRK,MEM,YES,135,1.1,2,84,135,,NA,,,,,NBA TV,
3938,244,Sat,11/30/2013,8:30:00 PM,7:30:00 PM,MIN,DAL,FSNN-MIN,150,1.9,4,34,40,FSSW-DAL,150,1.2,2,32,55,,
3939,245,Sat,11/30/2013,8:30:00 PM,7:30:00 PM,HOU,SAS,CSN-H,150,1.5,3,35,60,KENS,150,11,18,100,NA,,
3940,246,Sat,11/30/2013,9:00:00 PM,7:00:00 PM,UTA,PHX,ROOT,150,2.97,6.3,27.5,NA,FSA,150,1.2,2,22,39,,
3941,247,Sat,11/30/2013,9:00:00 PM,8:00:00 PM,BOS,MIL,CSN-NE,135,1.6,3,38,37,,NA,,,,,,
3942,248,Sun,12/1/2013,1:00:00 PM,1:00:00 PM,DEN,TOR,ASE,150,1,3,16,16,SNET360,NA,,,,,,SNET360
3943,249,Sun,12/1/2013,3:30:00 PM,12:30:00 PM,IND,LAC,FSI,150,3.6,6,39,NA,FSNP,150,1.1,3,60,65,,
3944,250,Sun,12/1/2013,3:30:00 PM,3:30:00 PM,PHI,DET,CSN-P,150,0.2,NA,6,6,FSD,150,1.3,2,25,38,,
3945,251,Sun,12/1/2013,6:00:00 PM,3:00:00 PM,GSW,SAC,CSN-BA,165,2,4,49,72,KXTV,165,1.5,3,21,26,,
3946,252,Sun,12/1/2013,6:00:00 PM,6:00:00 PM,CHA,MIA,SSO-CHA,NA,,NA,NA,NA,SunSpM,165,5.3,8,88,133,,
3947,253,Sun,12/1/2013,7:00:00 PM,6:00:00 PM,MIN,OKC,FSNN-MIN,135,1.9,3,34,39,FSOK,150,9.411111111,13.33333333,68.77777778,NA,,
3948,254,Sun,12/1/2013,7:30:00 PM,7:30:00 PM,NOP,NYK,FSNO,180,1.5,2,9,NA,MSG,150,1.8,3,136,230,,
3949,255,Sun,12/1/2013,9:30:00 PM,6:30:00 PM,POR,LAL,CSN-POR,150,4.5,7,53,85,TWC SN/TWC D,150,3,5,169,279,,
3950,256,Mon,12/2/2013,7:00:00 PM,7:00:00 PM,ORL,WAS,FSFL,150,0.8,1,12,14,CSN-W,150,0.9,2,21,23,NBA TV,
3951,257,Mon,12/2/2013,8:00:00 PM,7:00:00 PM,NOP,CHI,,NA,,NA,NA,NA,CSN-C,210,2.8,5,100,132,,
3952,258,Mon,12/2/2013,8:30:00 PM,7:30:00 PM,ATL,SAS,FSS-ATL,135,0.8,1,20,22,FSSW-SA,135,8.1,12,74,NA,,
3953,259,Mon,12/2/2013,9:00:00 PM,7:00:00 PM,HOU,UTA,CSN-H,135,1.6,3,36,49,ROOT,150,4.29,7.7,39.5,NA,,
3954,260,Mon,12/2/2013,10:00:00 PM,7:00:00 PM,IND,POR,FSI,150,4,8,43,NA,CSN-POR,150,4.3,7,50,82,,
3955,261,Tue,12/3/2013,7:00:00 PM,7:00:00 PM,ORL,PHI,FSFL,210,1.2,2,18,24,CSN-P,210,1.8,3,53,64,,
3956,262,Tue,12/3/2013,7:30:00 PM,7:30:00 PM,MIL,BOS,FSNWI,150,0.6,1,6,NA,CSN-NE,150,3.1,5,76,95,,
3957,263,Tue,12/3/2013,7:30:00 PM,7:30:00 PM,DEN,BRK,ASE,150,3.4,6,53,77,YES,150,0.9,1,64,101,,
3958,264,Tue,12/3/2013,7:30:00 PM,7:30:00 PM,DET,MIA,FSD,150,3.5,5,65,95,SunSpM,165,9.1,14,151,221,NBA TV,
3959,265,Tue,12/3/2013,8:00:00 PM,7:00:00 PM,PHX,MEM,FSA,135,2,3,36,47,SSO-MEM,150,3.6,5,24,NA,,
3960,266,Tue,12/3/2013,8:30:00 PM,7:30:00 PM,CHA,DAL,SSO-CHA,150,0.75,1.55,8.5,9.6,FSSW-DAL,150,2,4,54,77,,
3961,267,Tue,12/3/2013,10:00:00 PM,7:00:00 PM,OKC,SAC,FSOK,150,8.6,15,63,NA,CSN-S,165,2,4,28,40,,
3962,268,Tue,12/3/2013,10:30:00 PM,7:30:00 PM,TOR,GSW,SNET360,NA,,NA,NA,NA,CSN-BA,150,3.7,7,94,131,,SNET360
3963,269,Wed,12/4/2013,7:00:00 PM,7:00:00 PM,DEN,CLE,ASE,150,2.1,4,33,41,FSO,150,3.2,5,47,61,,
3964,270,Wed,12/4/2013,7:30:00 PM,7:30:00 PM,LAC,ATL,FSNP,150,1.5,3,87,111,FSS-ATL,150,1.7,3,41,45,,
3965,271,Wed,12/4/2013,8:00:00 PM,7:00:00 PM,PHX,HOU,FSA,150,2.2,4,40,49,CSN-H,150,1.8,3,40,52,,
3966,272,Wed,12/4/2013,8:00:00 PM,7:00:00 PM,DET,MIL,FSD,150,3.2,5,59,80,FSNWI,150,1,2,9,NA,,
3967,273,Wed,12/4/2013,8:00:00 PM,7:00:00 PM,DAL,NOP,FSSW-DAL,150,2.3,4,61,72,FSNO,150,2.86,4.2,18.5,NA,,
3968,274,Wed,12/4/2013,9:00:00 PM,7:00:00 PM,IND,UTA,FSI,150,5.8,8,55,NA,ROOT,150,5.4,10,50,NA,,
3969,275,Wed,12/4/2013,9:30:00 PM,8:30:00 PM,SAS,MIN,FSSW-SA,NA,,NA,NA,NA,FSNN-MIN,NA,,,,,NBA TV,
3970,276,Wed,12/4/2013,10:00:00 PM,7:00:00 PM,OKC,POR,FSOK,150,10.1,18,74,NA,KGW,150,9.7,17,115,161,,
3971,277,Thu,12/5/2013,7:00:00 PM,7:00:00 PM,NYK,BRK,,NA,,NA,NA,NA,,NA,,,,,TNT,
3972,278,Thu,12/5/2013,8:00:00 PM,7:00:00 PM,LAC,MEM,FSNP,150,1.2,2,66,89,SSO-MEM,150,2.6,4,17,NA,,
3973,279,Thu,12/5/2013,9:30:00 PM,8:30:00 PM,MIA,CHI,SunSpM,210,4.1,8,69,91,,NA,,,,,TNT,
3974,280,Fri,12/6/2013,7:00:00 PM,7:00:00 PM,PHI,CHA,CSN-P,135,1.1,2,32,42,SSO-CHA,150,0.77,1.3,8.8,9.9,,
3975,281,Fri,12/6/2013,7:00:00 PM,7:00:00 PM,MIL,WAS,FSNWI,165,0.6,1,5,NA,CSN-W,165,1,2,23,28,,
3976,282,Fri,12/6/2013,7:30:00 PM,7:30:00 PM,CLE,ATL,FSO,135,2.3,4,34,46,,NA,,,,,,
3977,283,Fri,12/6/2013,7:30:00 PM,7:30:00 PM,DEN,BOS,ASE2,NA,,NA,NA,NA,CSN-NE,150,3,6,74,98,ESPN,
3978,284,Fri,12/6/2013,7:30:00 PM,7:30:00 PM,ORL,NYK,FSFL,150,1.3,2,19,23,MSG,150,2.2,4,165,214,,
3979,285,Fri,12/6/2013,8:00:00 PM,7:00:00 PM,GSW,HOU,CSN-BA,150,2.3,5,57,73,CSN-H,150,1.5,3,34,37,,
3980,286,Fri,12/6/2013,8:00:00 PM,7:00:00 PM,OKC,NOP,FSOK,150,10.1,14,74,NA,FSNO,150,0.4,0.5,3,NA,,
3981,287,Fri,12/6/2013,9:00:00 PM,7:00:00 PM,TOR,PHX,TSN2,NA,,NA,NA,NA,FSA,150,1.7,3,31,42,,TSN2
3982,288,Fri,12/6/2013,10:00:00 PM,7:00:00 PM,UTA,POR,ROOT,150,2.9,6,27,NA,CSN-POR,150,4.5,8,53,82,,
3983,289,Fri,12/6/2013,10:00:00 PM,7:00:00 PM,LAL,SAC,TWC SN/TWC D,135,3.8,7,216,328,CSN-S,150,2.7,5,38,50,,
3984,290,Sat,12/7/2013,7:00:00 PM,7:00:00 PM,DEN,PHI,ASE,150,1.5,3,24,31,CSN-P,150,0.7,1,22,24,,
3985,291,Sat,12/7/2013,7:30:00 PM,7:30:00 PM,LAC,CLE,FSW-LAC,165,1.2,3,68,113,FSO,165,1.9,3,29,38,NBA TV,
3986,292,Sat,12/7/2013,8:00:00 PM,7:00:00 PM,DET,CHI,FSD,135,1.4,2,26,29,WGN,135,3.7,7,132,172,,
3987,293,Sat,12/7/2013,8:00:00 PM,7:00:00 PM,GSW,MEM,CSN-BA,135,2.2,5,54,75,SSO-MEM,150,2.1,3,14,NA,,
3988,294,Sat,12/7/2013,8:00:00 PM,7:00:00 PM,MIA,MIN,SunSpM,150,4.6,9,77,113,FSNN-MIN,150,2.3,5,40,40,,
3989,295,Sat,12/7/2013,8:30:00 PM,7:30:00 PM,BRK,MIL,YES,150,0.6,1,47,81,FSNWI,150,0.2,,2,NA,,
3990,296,Sat,12/7/2013,8:30:00 PM,7:30:00 PM,IND,SAS,FSI,135,3.9,6,43,NA,FSSW-SA,135,7,12,64,NA,,
3991,297,Sat,12/7/2013,9:00:00 PM,7:00:00 PM,SAC,UTA,CSN-S,180,1.9,3,26,31,ROOT,150,2.6,5,24,NA,,
3992,298,Sat,12/7/2013,10:00:00 PM,7:00:00 PM,DAL,POR,FSSW-DAL,150,1.1,2,30,49,KGW,165,9.3,17,110,161,NBA TV,
3997,299,Sun,12/8/2013,12:00:00 PM,12:00:00 PM,BOS,NYK,CSN-NE,150,1.1,2,26,32,MSG,150,1.2,3,90,132,,
3993,300,Sun,12/8/2013,6:00:00 PM,6:00:00 PM,MIA,DET,SunSpM,150,6,11,100,141,FSD,150,1.8,3,34,48,,
3994,301,Sun,12/8/2013,7:00:00 PM,6:00:00 PM,ORL,HOU,FSFL,165,0.5,1,7,9,CSN-H,165,0.6,1,13,20,,
3995,302,Sun,12/8/2013,7:00:00 PM,6:00:00 PM,IND,OKC,FSI,135,3.2,5,35,NA,FSOK,150,9.4,12,68,NA,,
3996,303,Sun,12/8/2013,9:30:00 PM,6:30:00 PM,TOR,LAL,TSN2,NA,,NA,NA,NA,TWC SN/TWC D,150,6.7,11,382,607,,TSN2
3998,304,Mon,12/9/2013,7:00:00 PM,7:00:00 PM,GSW,CHA,CSN-BA,135,2.1,5,53,68,SSO-CHA,150,0.9,1,11,11.2,,
3999,305,Mon,12/9/2013,7:00:00 PM,7:00:00 PM,LAC,PHI,FSNP,150,1.1,2,63,88,CSN-P,150,0.7,1,20,33,,
4000,306,Mon,12/9/2013,7:00:00 PM,7:00:00 PM,DEN,WAS,ASE,150,2.2,4,35,48,CSN-W,150,0.6,1,14,14,,
4001,307,Mon,12/9/2013,8:00:00 PM,7:00:00 PM,ORL,MEM,FSFL,150,0.6,1,9,7,,NA,,,,,NBA TV,
4002,308,Mon,12/9/2013,9:00:00 PM,7:00:00 PM,POR,UTA,CSN-POR,150,3.4,6,41,59,ROOT,150,3.9,7,36,NA,,
4003,309,Mon,12/9/2013,10:00:00 PM,7:00:00 PM,DAL,SAC,FSSW-DAL,150,1,2,26,34,CSN-S,165,2.6,4,36,37,,
4004,310,Tue,12/10/2013,7:00:00 PM,7:00:00 PM,NYK,CLE,MSG,135,1.5,2,110,166,FSO,135,3.3,5,50,70,,
4005,311,Tue,12/10/2013,7:00:00 PM,7:00:00 PM,MIA,IND,SunSpM,165,9.6,16,159,218,FSI,150,9.3,14,102,NA,,
4006,312,Tue,12/10/2013,7:00:00 PM,7:00:00 PM,SAS,TOR,FSSW-SA,135,6.4,10,58,NA,SNET360,NA,,,,,,SNET360
4007,313,Tue,12/10/2013,7:30:00 PM,7:30:00 PM,OKC,ATL,FSOK,150,9.6,14,70,NA,FSS-ATL,150,1.4,2,32,41,,
4008,314,Tue,12/10/2013,7:30:00 PM,7:30:00 PM,BOS,BRK,CSN-NE,150,3.3,5,81,101,YES,150,1.1,2,82,129,,
4009,315,Tue,12/10/2013,7:30:00 PM,7:30:00 PM,MIN,DET,FSNN-MIN,135,2.2,4,39,50,FSD+,135,1,1,18,22,,
4010,316,Tue,12/10/2013,8:00:00 PM,7:00:00 PM,MIL,CHI,FSNWI,150,0.6,1,5,NA,CSN-C,150,2.9,5,102,119,,
4011,317,Tue,12/10/2013,10:30:00 PM,7:30:00 PM,PHX,LAL,FSA,150,2.1,4,39,53,TWC SN/TWC D,150,5.3,9,301,402,,
4012,318,Wed,12/11/2013,7:00:00 PM,7:00:00 PM,ORL,CHA,FSFL,150,0.8,1,12,14,SSO-CHA,150,1.01,1.7,11.8,11.4,,
4013,319,Wed,12/11/2013,7:30:00 PM,7:30:00 PM,LAC,BOS,FSNP,150,1.5,3,84,113,CSN-NE,150,4.6,8,112,152,,
4014,320,Wed,12/11/2013,8:00:00 PM,7:00:00 PM,OKC,MEM,FSOK,150,10.4,15,75,NA,SSO-MEM,150,2.4,4,16,NA,,
4015,321,Wed,12/11/2013,8:00:00 PM,7:00:00 PM,SAS,MIL,FSSW-SA,135,8.2,13,74,NA,FSNWI,135,0.4,1,4,NA,,
4016,322,Wed,12/11/2013,8:00:00 PM,7:00:00 PM,PHI,MIN,CSN-P,150,0.8,1,23,30,FSNN-MIN,150,2.9,5,51,62,,
4017,323,Wed,12/11/2013,8:00:00 PM,7:00:00 PM,DET,NOP,FSD,165,2.3,4,43,51,FSNO,165,1.8,2,12,NA,,
4018,324,Wed,12/11/2013,8:00:00 PM,8:00:00 PM,CHI,NYK,CSN-C,180,2.1,3,74,96,MSG,165,1.7,3,129,177,ESPN,
4019,325,Wed,12/11/2013,10:00:00 PM,7:00:00 PM,UTA,SAC,ROOT,150,5.1,10,47,NA,CSN-S,150,2.3,4,32,38,,
4020,326,Wed,12/11/2013,10:30:00 PM,7:30:00 PM,DAL,GSW,FSSW-DAL,150,1.4,3,37,48,CSN-BA,150,3.1,6,77,101,ESPN,
4021,327,Thu,12/12/2013,8:00:00 PM,8:00:00 PM,LAC,BRK,,NA,,NA,NA,NA,,NA,,,,,TNT,
4022,328,Thu,12/12/2013,10:30:00 PM,7:30:00 PM,HOU,POR,CSN-H,180,1.2,3,28,40,,NA,,,,,TNT,
4023,329,Fri,12/13/2013,7:00:00 PM,7:00:00 PM,CHA,IND,SSO-CHA,150,0.54,1.125,6.4,7.5,FSI,150,5.8,11,64,NA,,
4024,330,Fri,12/13/2013,7:00:00 PM,7:00:00 PM,CLE,ORL,FSO,150,3.3,6,49,64,FSFL,150,0.5,1,8,12,,
4025,331,Fri,12/13/2013,7:00:00 PM,7:00:00 PM,PHI,TOR,CSN-P,150,0.8,1,23,22,TSN,NA,,,,,,TSN
4026,332,Fri,12/13/2013,7:30:00 PM,7:30:00 PM,WAS,ATL,CSN-W+,150,0.5,1,13,15,FSS-ATL,150,1.1,2,25,34,,
4027,333,Fri,12/13/2013,7:30:00 PM,7:30:00 PM,NYK,BOS,MSG,150,2.5,5,186,261,CSN-NE,150,2.4,5,60,82,,
4028,334,Fri,12/13/2013,7:30:00 PM,7:30:00 PM,BRK,DET,YES,165,0.5,1,39,69,FSD,165,2.5,4,46,65,,
4029,335,Fri,12/13/2013,8:00:00 PM,7:00:00 PM,MEM,NOP,SSO-MEM,150,1.6,3,11,NA,FSNO,150,0.4,0.5,3,NA,,
4030,336,Fri,12/13/2013,8:00:00 PM,7:00:00 PM,LAL,OKC,TWC SN/TWC D,150,1.8,4,105,139,FSOK,165,7.1,12.27272727,51.90909091,NA,ESPN,
4031,337,Fri,12/13/2013,8:30:00 PM,7:30:00 PM,CHI,MIL,CSN-C,150,2.9,5,104,168,FSNWI,150,0.8,1,7,NA,,
4032,338,Fri,12/13/2013,8:30:00 PM,7:30:00 PM,MIN,SAS,FSNN-MIN,135,2.5,5,43,54,FSSW-SA,135,7.8,13,70,NA,,
4033,339,Fri,12/13/2013,9:00:00 PM,7:00:00 PM,UTA,DEN,ROOT,150,4.3,9,40,NA,ASE,150,2.3,5,36,45,,
4034,340,Fri,12/13/2013,9:00:00 PM,7:00:00 PM,SAC,PHX,CSN-S,165,3.1,6,43,57,FSA,150,2.1,4,38,49,,
4035,341,Fri,12/13/2013,10:30:00 PM,7:30:00 PM,HOU,GSW,CSN-H,180,1.1,2,25,33,CSN-BA,165,2.4,5,60,77,ESPN,
4036,342,Sat,12/14/2013,7:00:00 PM,7:00:00 PM,LAL,CHA,TWC SN/TWC D,135,2.1,5,121,186,SSO-CHA,150,0.73,1.5,8.7,8,,
