"","X","GM","DAY","DATE","ET","LOCAL","AWAY","HOME","AWAY.TV","DUR","HH.RTG","HH.SHR","HH.IMP","P2..IMP","HOME.TV","DUR.1","HH.RTG.1","HH.SHR.1","HH.IMP.1","P2..IMP.1","NAT.TV","CN.TV","Game_id","National.Rating","Average.Viewers","Average.Households","ratings"
"137",3831,137,"Sat","2013-11-16","7:00:00 PM","7:00:00 PM","DAL","ORL","FSSW-DAL",150,"1.4",3,36,55,"FSFL",150,"0.7","1","10","6","","","21300137",0,0,0,0
"138",3832,138,"Sat","2013-11-16","7:00:00 PM","7:00:00 PM","CLE","WAS","FSO",165,"2.3",4,34,45,"CSN-W",165,"0.7","1","17","22","","","21300138",0,0,0,0
"139",3833,139,"Sat","2013-11-16","7:30:00 PM","7:30:00 PM","ATL","NYK","FSS-ATL",150,"1.4",2,33,60,"MSG",150,"2.4","4","178","271","","","21300139",0,0,0,0
"140",3834,140,"Sat","2013-11-16","8:00:00 PM","7:00:00 PM","IND","CHI","FSI",150,"3",5,33,NA,"WGN",150,"8.2","15","291","447","","","21300140",0,0,0,0
"141",3835,141,"Sat","2013-11-16","8:00:00 PM","7:00:00 PM","DEN","HOU","ASE",150,"1.3",3,21,29,"CSN-H",165,"1.3","3","30","45","","","21300141",0,0,0,0
"142",3836,142,"Sat","2013-11-16","8:00:00 PM","7:00:00 PM","BOS","MIN","CSN-NE",135,"2",4,48,60,"FSNN-MIN",135,"2.8","6","49","53","","","21300142",0,0,0,0
"143",3837,143,"Sat","2013-11-16","8:00:00 PM","7:00:00 PM","PHI","NOP","CSN-P",150,"0.9",2,26,27,"FSNO",150,"0.52","1","3.2",NA,"","","21300143",0,0,0,0
"144",3838,144,"Sat","2013-11-16","8:30:00 PM","7:30:00 PM","OKC","MIL","FSOK",150,"7.39",12.4,54,NA,"FSNWI",135,"0.8","1","7",NA,"","","21300144",0,0,0,0
"145",3839,145,"Sat","2013-11-16","10:30:00 PM","7:30:00 PM","UTA","GSW","ROOT",150,"2.97",5.7,27.3,NA,"CSN-BA",135,"3.8","8","96","144","","","21300145",0,0,0,0
"146",3840,146,"Sat","2013-11-16","10:30:00 PM","7:30:00 PM","BRK","LAC","YES",165,"1.3",3,95,135,"FSNP",165,"1.2","2","69","90","NBA TV","","21300146",0.3,222,177,0
"147",3841,147,"Sun","2013-11-17","1:00:00 PM","1:00:00 PM","POR","TOR","CSN-POR",150,"1.7",4,20,30,"SNET360",NA,"","","","","","SNET360","21300147",0,0,0,0
"148",3842,148,"Sun","2013-11-17","6:00:00 PM","3:00:00 PM","MEM","SAC","SSO-MEM",150,"2.57",3.7,17.4,NA,"CSN-S",165,"0.9","2","12","19","","","21300148",0,0,0,0
"149",3843,149,"Sun","2013-11-17","9:30:00 PM","6:30:00 PM","DET","LAL","FSD",150,"1.6",3,30,37,"TWC SN/TWC D",135,"2.4","4","136","208","","","21300149",0,0,0,0
"150",3844,150,"Mon","2013-11-18","7:30:00 PM","7:30:00 PM","POR","BRK","CSN-POR",150,"3.2",6,38,58,"YES",150,"0.6","1","46","88","","","21300150",0,0,0,0
"151",3845,151,"Mon","2013-11-18","8:00:00 PM","7:00:00 PM","CHA","CHI","SSO-CHA",150,"0.25",0.2,2.7,3.6,"CSN-C",150,"4.5","7","160","224","","","21300151",0,0,0,0
"152",3846,152,"Mon","2013-11-18","8:00:00 PM","7:00:00 PM","DEN","OKC","ASE",150,"2",4,32,40,"FSOK",180,"10.2","14","75",NA,"","","21300152",0,0,0,0
"153",3847,153,"Mon","2013-11-18","8:30:00 PM","7:30:00 PM","PHI","DAL","CSN-P",150,"0.9",1,27,28,"FSSW-DAL",150,"2","3","54","63","","","21300153",0,0,0,0
"154",3848,154,"Mon","2013-11-18","9:00:00 PM","7:00:00 PM","GSW","UTA","CSN-BA",150,"2.6",5,66,87,"ROOT",150,"3.2","5","29",NA,"","","21300154",0,0,0,0
"155",3849,155,"Mon","2013-11-18","10:30:00 PM","7:30:00 PM","MEM","LAC","SSO-MEM",150,"2.9",5,19,NA,"FSNP",165,"1.7","3","94","114","","","21300155",0,0,0,0
"156",3850,156,"Tue","2013-11-19","7:00:00 PM","7:00:00 PM","MIN","WAS","FSNN-MIN+",150,"1.7",3,30,39,"CSN-W",135,"0.5","1","13","16","","","21300156",0,0,0,0
"157",3851,157,"Tue","2013-11-19","7:30:00 PM","7:30:00 PM","NYK","DET","MSG",150,"2.8",4,211,245,"FSD",150,"2.2","3","41","52","","","21300157",0,0,0,0
"158",3852,158,"Tue","2013-11-19","7:30:00 PM","7:30:00 PM","ATL","MIA","FSS-ATL",150,"2",3,48,61,"SunSpM",150,"9.6","15","160","233","NBA TV","","21300158",0.59,474,348,0
"159",3853,159,"Tue","2013-11-19","8:00:00 PM","7:00:00 PM","BOS","HOU","CSN-NE",150,"2.1",3,50,69,"CSN-H",150,"2","3","47","70","","","21300159",0,0,0,0
"160",3854,160,"Tue","2013-11-19","10:00:00 PM","7:00:00 PM","PHX","SAC","FSA",165,"2.4",4,44,59,"CSN-S",180,"3.1","5","43","58","","","21300160",0,0,0,0
"161",3855,161,"Wed","2013-11-20","7:00:00 PM","7:00:00 PM","BRK","CHA","YES",150,"0.2",NA,15,23,"SSO-CHA",150,"0.53","1.6","6","7","","","21300161",0,0,0,0
"162",3856,162,"Wed","2013-11-20","7:00:00 PM","7:00:00 PM","WAS","CLE","CSN-W",150,"0.7",1,18,25,"FSO",150,"2.3","4","34","53","","","21300162",0,0,0,0
"163",3857,163,"Wed","2013-11-20","7:00:00 PM","7:00:00 PM","IND","NYK","FSI",180,"3.3",5,36,NA,"MSG",180,"2.6","4","195","275","ESPN","","21300163",1.5,1802,1450,0
"164",3858,164,"Wed","2013-11-20","7:00:00 PM","7:00:00 PM","MIA","ORL","SunSpM",150,"0",0,0,0,"FSFL",150,"1.6","3","24","35","","","21300164",0,0,0,0
"165",3859,165,"Wed","2013-11-20","7:00:00 PM","7:00:00 PM","TOR","PHI","SNET1",NA,"",NA,NA,NA,"CSN-P",150,"1.2","2","35","41","","SNET1","21300165",0,0,0,0
"166",3860,166,"Wed","2013-11-20","7:30:00 PM","7:30:00 PM","DET","ATL","FSD",150,"2.8",4,51,80,"FSS-ATL",135,"2","3","47","52","","","21300166",0,0,0,0
"167",3861,167,"Wed","2013-11-20","8:00:00 PM","7:00:00 PM","POR","MIL","CSN-POR",150,"4.1",8,49,75,"FSNWI",135,"0.5","1","4",NA,"","","21300167",0,0,0,0
"168",3862,168,"Wed","2013-11-20","8:00:00 PM","7:00:00 PM","LAC","MIN","FSNP",150,"1.2",2,69,99,"FSNN-MIN",150,"3.6","6","63","70","","","21300168",0,0,0,0
"169",3863,169,"Wed","2013-11-20","8:00:00 PM","7:00:00 PM","UTA","NOP","ROOT",150,"4.8",9,44,NA,"FSNO",150,"2.7","3.9","17.6",NA,"","","21300169",0,0,0,0
"170",3864,170,"Wed","2013-11-20","8:30:00 PM","7:30:00 PM","BOS","SAS","CSN-NE",135,"1.9",3,46,60,"FSSW-SA",135,"9.5","15","86",NA,"","","21300170",0,0,0,0
"171",3865,171,"Wed","2013-11-20","9:00:00 PM","7:00:00 PM","SAC","PHX","CSN-S",165,"2.2",4,31,40,"FSA",150,"2","3","37","49","","","21300171",0,0,0,0
"172",3866,172,"Wed","2013-11-20","9:30:00 PM","8:30:00 PM","HOU","DAL","CSN-H",180,"1.4",3,31,39,"FSSW-DAL",180,"2.2","4","58","69","ESPN","","21300172",1.7,2069,1689,0
"173",3867,173,"Wed","2013-11-20","10:30:00 PM","7:30:00 PM","MEM","GSW","SSO-MEM",150,"3.2",5,21,NA,"CSN-BA",150,"4.1","8","104","149","","","21300173",0,0,0,0
"174",3868,174,"Thu","2013-11-21","8:00:00 PM","7:00:00 PM","LAC","OKC","",NA,"",NA,NA,NA,"",NA,"","","","","TNT","","21300174",1.5,1896,1463,0
"175",3869,175,"Thu","2013-11-21","10:30:00 PM","8:30:00 PM","CHI","DEN","WGN",165,"3.8",9,133,181,"",NA,"","","","","TNT","","21300175",1.2,1474,1189,0
"176",3870,176,"Fri","2013-11-22","7:00:00 PM","7:00:00 PM","PHX","CHA","FSA",165,"1.6",3,30,45,"SSO-CHA",150,"1.3","2","15","15","","","21300176",0,0,0,0
"177",3871,177,"Fri","2013-11-22","7:00:00 PM","7:00:00 PM","MIL","PHI","",NA,"",NA,NA,NA,"CSN-P",165,"1.5","3","45","49","","","21300177",0,0,0,0
"178",3872,178,"Fri","2013-11-22","7:00:00 PM","7:00:00 PM","WAS","TOR","CSN-W+",150,"0.2",0,5,5,"TSN2",NA,"","","","","","TSN2","21300178",0,0,0,0
"179",3873,179,"Fri","2013-11-22","7:30:00 PM","7:30:00 PM","IND","BOS","FSI",150,"3.7",6,41,NA,"CSN-NE",135,"2.6","5","62","77","","","21300179",0,0,0,0
"180",3874,180,"Fri","2013-11-22","7:30:00 PM","7:30:00 PM","ATL","DET","FSS-ATL",150,"1.5",3,39,39,"FSD",150,"2.6","5","49","71","","","21300180",0,0,0,0
"181",3875,181,"Fri","2013-11-22","8:00:00 PM","7:00:00 PM","SAS","MEM","FSSW-SA",150,"7.5",11,68,NA,"SSO-MEM",NA,"","","","","ESPN","","21300181",1.1,1395,1080,0
"182",3876,182,"Fri","2013-11-22","8:00:00 PM","7:00:00 PM","BRK","MIN","YES",135,"0.7",1,53,77,"FSNN-MIN",150,"3.6","7","63","71","","","21300182",0,0,0,0
"183",3877,183,"Fri","2013-11-22","8:00:00 PM","7:00:00 PM","CLE","NOP","FSO",150,"3.5",6,52,64,"FSNO",150,"2.7","4","17",NA,"","","21300183",0,0,0,0
"184",3878,184,"Fri","2013-11-22","8:30:00 PM","7:30:00 PM","UTA","DAL","ROOT",150,"3.2",6,30,NA,"FSSW-DAL",150,"2.7","5","71","95","","","21300184",0,0,0,0
"185",3879,185,"Fri","2013-11-22","10:00:00 PM","7:00:00 PM","CHI","POR","CSN-C",150,"4.1",8,146,201,"CSN-POR",150,"4.1","8","49","72","","","21300185",0,0,0,0
"186",3880,186,"Fri","2013-11-22","10:30:00 PM","7:30:00 PM","GSW","LAL","CSN-BA",150,"2.6",5,65,110,"TWC SN/TWC D",150,"2.9","5","162","236","ESPN","","21300186",1.4,1670,1367,0
"187",3881,187,"Sat","2013-11-23","3:30:00 PM","12:30:00 PM","SAC","LAC","CSN-S",150,"0.6",1,8,15,"FSNP",180,"1","3","56","68","","","21300187",0,0,0,0
"188",3882,188,"Sat","2013-11-23","7:00:00 PM","7:00:00 PM","PHI","IND","CSN-P",150,"1.3",2,38,53,"FSI",150,"5.2","9","58",NA,"","","21300188",0,0,0,0
"189",3883,189,"Sat","2013-11-23","7:00:00 PM","7:00:00 PM","NYK","WAS","MSG",150,"1.7",3,127,196,"CSN-W",150,"1.6","3","39","46","","","21300189",0,0,0,0
"190",3884,190,"Sat","2013-11-23","7:30:00 PM","7:30:00 PM","BOS","ATL","CSN-NE",150,"2.3",4,55,67,"FSS-ATL",150,"0.8","1","19","22","","","21300190",0,0,0,0
"191",3885,191,"Sat","2013-11-23","7:30:00 PM","7:30:00 PM","ORL","MIA","FSFL",150,"1",2,15,22,"SunSpM",165,"7.1","13","117","171","","","21300191",0,0,0,0
"192",3886,192,"Sat","2013-11-23","8:00:00 PM","7:00:00 PM","MIN","HOU","FSNN-MIN",135,"2",4,36,45,"CSN-H",135,"1.5","3","33","45","","","21300192",0.38,282,224,0
"193",3887,193,"Sat","2013-11-23","8:30:00 PM","7:30:00 PM","CHA","MIL","SSO-CHA",150,"0.4",1,4,4,"FSNWI",150,"0.3","1","3",NA,"","","21300193",0,0,0,0
"194",3888,194,"Sat","2013-11-23","8:30:00 PM","7:30:00 PM","CLE","SAS","FSO",135,"1.4",2,21,26,"FSSW-SA",135,"6.9","11","62"," NA","","","21300194",0,0,0,0
"195",3889,195,"Sat","2013-11-23","9:00:00 PM","7:00:00 PM","DAL","DEN","FSSW-DAL",150,"1.3",2,34,44,"ASE2",150,"1.7","4","26","36","NBA TV","","21300195",0,0,0,0
"196",3890,196,"Sat","2013-11-23","10:30:00 PM","7:30:00 PM","POR","GSW","CSN-POR",150,"4.7",9,56,83,"CSN-BA",150,"3.4","7","85","107","","","21300196",0,0,0,0
"197",3891,197,"Sun","2013-11-24","2:00:00 PM","2:00:00 PM","DET","BRK","FSD",150,"0.6",1,11,16,"YES",150,"0.5","1","37","87","","","21300197",0,0,0,0
"198",3892,198,"Sun","2013-11-24","3:30:00 PM","12:30:00 PM","CHI","LAC","CSN-C",150,"0.8",2,29,49,"FSNP",150,"0.6","2","35","44","","","21300198",0,0,0,0
"199",3893,199,"Sun","2013-11-24","6:00:00 PM","6:00:00 PM","PHX","ORL","FSA",135,"1.4",2,26,33,"FSFL",135,"0.5","1","7","11","NBA TV","","21300199",0.16,112,93,0
"200",3894,200,"Sun","2013-11-24","7:00:00 PM","6:00:00 PM","UTA","OKC","ROOT",150,"2",4,17,NA,"FSOK",150,"8","11","58",NA,"","","21300200",0,0,0,0
"201",3895,201,"Sun","2013-11-24","9:30:00 PM","6:30:00 PM","SAC","LAL","CSN-S",150,"1.5",2,21,28,"TWC SN/TWC D",150,"2.7","4","151","225","","","21300201",0,0,0,0
"202",3896,202,"Mon","2013-11-25","7:00:00 PM","7:00:00 PM","BOS","CHA","CSN-NE",150,"1.8",3,43,57,"SSO-CHA",150,"0.4","1","5","6","","","21300202",0,0,0,0
"203",3897,203,"Mon","2013-11-25","7:00:00 PM","7:00:00 PM","MIN","IND","FSNN-MIN",135,"2.5",4,43,45,"FSI",135,"4.1","6","45",NA,"","","21300203",0,0,0,0
"204",3898,204,"Mon","2013-11-25","7:30:00 PM","7:30:00 PM","MIL","DET","FSNWI",135,"0.5",1,5,NA,"FSD",150,"1.9","3","36","50","","","21300204",0,0,0,0
"205",3899,205,"Mon","2013-11-25","7:30:00 PM","7:30:00 PM","PHX","MIA","FSA",150,"1.7",3,31,41,"SunSpM",165,"7.1","11","117","174","","","21300205",0,0,0,0
"206",3900,206,"Mon","2013-11-25","8:00:00 PM","7:00:00 PM","HOU","MEM","CSN-H",150,"1.5",2,34,49,"SSO-MEM",150,"3.2","4","22",NA,"","","21300206",0,0,0,0
"207",3901,207,"Mon","2013-11-25","8:30:00 PM","7:30:00 PM","DEN","DAL","ASE",150,"1.6",3,25,32,"FSSW-DAL",150,"1.6","2","42","47","","","21300207",0,0,0,0
"208",3902,208,"Mon","2013-11-25","8:30:00 PM","7:30:00 PM","NOP","SAS","FSNO",150,"1.4",2,9,NA,"FSSW-SA",165,"7.7","11","70",NA,"","","21300208",0,0,0,0
"209",3903,209,"Mon","2013-11-25","9:00:00 PM","7:00:00 PM","CHI","UTA","WGN",165,"3.7",6,131,183,"ROOT",150,"3.9","7","56",NA,"NBA TV","","21300209",0.2,155,118,0
"210",3904,210,"Mon","2013-11-25","10:00:00 PM","7:00:00 PM","NYK","POR","MSG",150,"1.6",3,116,163,"CSN-POR",150,"5","9","59","79","","","21300210",0,0,0,0
"211",3905,211,"Tue","2013-11-26","7:00:00 PM","7:00:00 PM","BRK","TOR","YES",150,"1",2,74,111,"TSN",NA,"","","","","","TSN","21300211",0,0,0,0
"212",3906,212,"Tue","2013-11-26","7:00:00 PM","7:00:00 PM","LAL","WAS","TWC SN/TWC D",135,"1.8",4,101,143,"CSN-W",135,"1.4","2","33","34","NBA TV","","21300212",0.51,385,304,0
"213",3907,213,"Tue","2013-11-26","7:30:00 PM","7:30:00 PM","ORL","ATL","FSFL",150,"0.9",1,14,20,"FSS-ATL",165,"1.5","2","36","36","","","21300213",0,0,0,0
"214",3908,214,"Tue","2013-11-26","8:00:00 PM","7:00:00 PM","GSW","NOP","CSN-BA",150,"3",7,74,97,"FSNO",150,"2.1","3","14",NA,"","","21300214",0,0,0,0
"215",3909,215,"Wed","2013-11-27","7:00:00 PM","7:00:00 PM","IND","CHA","FSI",150,"6.4",11,71,NA,"SSO-CHA",150,"0.69","1.1","8","10.1","","","21300215",0,0,0,0
"216",3910,216,"Wed","2013-11-27","7:00:00 PM","7:00:00 PM","PHI","ORL","TCN-P",135,"1",2,29,34,"FSFL",150,"1","2","15","12","","","21300216",0,0,0,0
"217",3911,217,"Wed","2013-11-27","7:30:00 PM","7:30:00 PM","MEM","BOS","SSO-MEM",150,"1.75",2.6,11.9,NA,"CSN-NE",150,"2.1","4","51","62","","","21300217",0,0,0,0
"218",3912,218,"Wed","2013-11-27","7:30:00 PM","7:30:00 PM","LAL","BRK","TWC SN/TWC D",150,"2.2",5,123,190,"YES",150,"0.9","2","71","88","","","21300218",0,0,0,0
"219",3913,219,"Wed","2013-11-27","7:30:00 PM","7:30:00 PM","MIA","CLE","SunSpM",165,"6",10,100,155,"FSO",165,"3.3","6","48","60","ESPN","","21300219",1.5,1856,1464,0
"220",3914,220,"Wed","2013-11-27","7:30:00 PM","7:30:00 PM","CHI","DET","CSN-C",150,"2.8",5,101,137,"FSD+",150,"0.8","1","16","18","","","21300220",0,0,0,0
"221",3915,221,"Wed","2013-11-27","8:00:00 PM","7:00:00 PM","ATL","HOU","FSS-ATL",135,"1.1",2,27,34,"CSN-H",135,"1.6","3","36","70","","","21300221",0,0,0,0
"222",3916,222,"Wed","2013-11-27","8:00:00 PM","7:00:00 PM","WAS","MIL","CSN-W+",165,"0.2",NA,5,6,"FSNWI",165,"0.3","","3",NA,"","","21300222",0,0,0,0
"223",3917,223,"Wed","2013-11-27","8:00:00 PM","7:00:00 PM","DEN","MIN","ASE",150,"2.3",5,36,46,"FSNN-MIN+",150,"1.7","4","30","40","","","21300223",0,0,0,0
"224",3918,224,"Wed","2013-11-27","8:00:00 PM","7:00:00 PM","SAS","OKC","FSSW-SA",135,"8.7",15,79,NA,"FSOK",150,"11.75555556","19.66666667","85.88888889",NA,"","","21300224",0,0,0,0
"225",3919,225,"Wed","2013-11-27","8:30:00 PM","7:30:00 PM","GSW","DAL","CSN-BA",150,"3.1",7,77,103,"FSSW-DAL",150,"2.6","5","68","100","","","21300225",0,0,0,0
"226",3920,226,"Wed","2013-11-27","9:00:00 PM","7:00:00 PM","POR","PHX","CSN-POR",150,"3.6",7,42,67,"FSA",135,"2","4","37","60","","","21300226",0,0,0,0
"227",3921,227,"Wed","2013-11-27","10:30:00 PM","7:30:00 PM","NYK","LAC","MSG",150,"2.2",5,162,222,"FSNP",150,"2","4","113","156","NBA TV","","21300227",0.4,316,240,0
"228",3922,228,"Fri","2013-11-29","7:00:00 PM","7:00:00 PM","MIL","CHA","FSNWI",150,"0.4",1,3,NA,"SSO-CHA",150,"0.53","1","6.2","8.6","","","21300228",0,0,0,0
"229",3923,229,"Fri","2013-11-29","7:00:00 PM","7:00:00 PM","SAS","ORL","FSSW-SA",135,"5.9",10,53,NA,"FSFL",135,"1.3","2","19","19","","","21300229",0,0,0,0
"230",3924,230,"Fri","2013-11-29","7:00:00 PM","7:00:00 PM","MIA","TOR","SunSpM",150,"7",12,116,171,"TSN",NA,"","","","","","TSN","21300230",0,0,0,0
"231",3925,231,"Fri","2013-11-29","7:30:00 PM","7:30:00 PM","DAL","ATL","FSSW-DAL",150,"1.6",3,44,57,"FSS-ATL",150,"1.3","2","32","35","","","21300231",0,0,0,0
"232",3926,232,"Fri","2013-11-29","7:30:00 PM","7:30:00 PM","CLE","BOS","FSO",150,"1.8",3,26,41,"CSN-NE",150,"2.3","4","56","80","","","21300232",0,0,0,0
"233",3927,233,"Fri","2013-11-29","7:30:00 PM","7:30:00 PM","LAL","DET","TWC SN/TWC D",150,"2.4",5,138,198,"FSD",150,"2.7","5","50","67","","","21300233",0,0,0,0
"234",3928,234,"Fri","2013-11-29","8:00:00 PM","7:00:00 PM","BRK","HOU","YES",150,"0.7",1,53,94,"CSN-H",150,"1.3","2","30","38","","","21300234",0,0,0,0
"235",3929,235,"Fri","2013-11-29","8:00:00 PM","7:00:00 PM","GSW","OKC","CSN-BA",150,"2.7",7,67,102,"FSOK",180,"11.65833333","18.25","84.91666667",NA,"NBA TV","","21300235",0.55,407,328,0
"236",3930,236,"Fri","2013-11-29","8:00:00 PM","8:00:00 PM","WAS","IND","CSN-W",150,"0.5",1,12,18,"FSI",135,"5.9","10","65",NA,"","","21300236",0,0,0,0
"237",3931,237,"Fri","2013-11-29","8:00:00 PM","8:00:00 PM","NOP","PHI","FSNO",150,"1.98",2.9,13,NA,"CSN-P",135,"1.5","3","45","45","","","21300237",0,0,0,0
"238",3932,238,"Fri","2013-11-29","9:00:00 PM","7:00:00 PM","NYK","DEN","MSG",150,"1.6",3,122,187,"ASE",150,"3.5","7","55","80","","","21300238",0,0,0,0
"239",3933,239,"Fri","2013-11-29","9:00:00 PM","7:00:00 PM","PHX","UTA","FSA",135,"1.6",3,30,42,"ROOT",150,"3.2","7","30",NA,"","","21300239",0,0,0,0
"240",3934,240,"Fri","2013-11-29","10:00:00 PM","7:00:00 PM","LAC","SAC","FSNP",180,"2.1",4,117,141,"CSN-S",195,"2.1","4","29","37","","","21300240",0,0,0,0
"241",3935,241,"Sat","2013-11-30","7:00:00 PM","7:00:00 PM","ATL","WAS","FSS-ATL",150,"0.7",1,17,19,"CSN-W",150,"0.6","1","14","22","","","21300241",0,0,0,0
"242",3936,242,"Sat","2013-11-30","7:30:00 PM","7:30:00 PM","CHI","CLE","WGN",150,"2.8",5,99,129,"FSO",150,"2.7","5","40","52","","","21300242",0,0,0,0
"243",3937,243,"Sat","2013-11-30","8:00:00 PM","7:00:00 PM","BRK","MEM","YES",135,"1.1",2,84,135,"",NA,"","","","","NBA TV","","21300243",0.21,155,124,0
"244",3938,244,"Sat","2013-11-30","8:30:00 PM","7:30:00 PM","MIN","DAL","FSNN-MIN",150,"1.9",4,34,40,"FSSW-DAL",150,"1.2","2","32","55","","","21300244",0,0,0,0
"245",3939,245,"Sat","2013-11-30","8:30:00 PM","7:30:00 PM","HOU","SAS","CSN-H",150,"1.5",3,35,60,"KENS",150,"11","18","100",NA,"","","21300245",0,0,0,0
"246",3940,246,"Sat","2013-11-30","9:00:00 PM","7:00:00 PM","UTA","PHX","ROOT",150,"2.97",6.3,27.5,NA,"FSA",150,"1.2","2","22","39","","","21300246",0,0,0,0
"247",3941,247,"Sat","2013-11-30","9:00:00 PM","8:00:00 PM","BOS","MIL","CSN-NE",135,"1.6",3,38,37,"",NA,"","","","","","","21300247",0,0,0,0
"248",3942,248,"Sun","2013-12-1","1:00:00 PM","1:00:00 PM","DEN","TOR","ASE",150,"1",3,16,16,"SNET360",NA,"","","","","","SNET360","21300248",0,0,0,0
"249",3943,249,"Sun","2013-12-1","3:30:00 PM","12:30:00 PM","IND","LAC","FSI",150,"3.6",6,39,NA,"FSNP",150,"1.1","3","60","65","","","21300249",0,0,0,0
"250",3944,250,"Sun","2013-12-1","3:30:00 PM","3:30:00 PM","PHI","DET","CSN-P",150,"0.2",NA,6,6,"FSD",150,"1.3","2","25","38","","","21300250",0,0,0,0
"251",3945,251,"Sun","2013-12-1","6:00:00 PM","3:00:00 PM","GSW","SAC","CSN-BA",165,"2",4,49,72,"KXTV",165,"1.5","3","21","26","","","21300251",0,0,0,0
"252",3946,252,"Sun","2013-12-1","6:00:00 PM","6:00:00 PM","CHA","MIA","SSO-CHA",NA,"",NA,NA,NA,"SunSpM",165,"5.3","8","88","133","","","21300252",0,0,0,0
"253",3947,253,"Sun","2013-12-1","7:00:00 PM","6:00:00 PM","MIN","OKC","FSNN-MIN",135,"1.9",3,34,39,"FSOK",150,"9.411111111","13.33333333","68.77777778",NA,"","","21300253",0,0,0,0
"254",3948,254,"Sun","2013-12-1","7:30:00 PM","7:30:00 PM","NOP","NYK","FSNO",180,"1.5",2,9,NA,"MSG",150,"1.8","3","136","230","","","21300254",0,0,0,0
"255",3949,255,"Sun","2013-12-1","9:30:00 PM","6:30:00 PM","POR","LAL","CSN-POR",150,"4.5",7,53,85,"TWC SN/TWC D",150,"3","5","169","279","","","21300255",0,0,0,0
"256",3950,256,"Mon","2013-12-2","7:00:00 PM","7:00:00 PM","ORL","WAS","FSFL",150,"0.8",1,12,14,"CSN-W",150,"0.9","2","21","23","NBA TV","","21300256",0.18,121,108,0
"257",3951,257,"Mon","2013-12-2","8:00:00 PM","7:00:00 PM","NOP","CHI","",NA,"",NA,NA,NA,"CSN-C",210,"2.8","5","100","132","","","21300257",0,0,0,0
"258",3952,258,"Mon","2013-12-2","8:30:00 PM","7:30:00 PM","ATL","SAS","FSS-ATL",135,"0.8",1,20,22,"FSSW-SA",135,"8.1","12","74",NA,"","","21300258",0,0,0,0
"259",3953,259,"Mon","2013-12-2","9:00:00 PM","7:00:00 PM","HOU","UTA","CSN-H",135,"1.6",3,36,49,"ROOT",150,"4.29","7.7","39.5",NA,"","","21300259",0,0,0,0
"260",3954,260,"Mon","2013-12-2","10:00:00 PM","7:00:00 PM","IND","POR","FSI",150,"4",8,43,NA,"CSN-POR",150,"4.3","7","50","82","","","21300260",0,0,0,0
"261",3955,261,"Tue","2013-12-3","7:00:00 PM","7:00:00 PM","ORL","PHI","FSFL",210,"1.2",2,18,24,"CSN-P",210,"1.8","3","53","64","","","21300261",0,0,0,0
"262",3956,262,"Tue","2013-12-3","7:30:00 PM","7:30:00 PM","MIL","BOS","FSNWI",150,"0.6",1,6,NA,"CSN-NE",150,"3.1","5","76","95","","","21300262",0,0,0,0
"263",3957,263,"Tue","2013-12-3","7:30:00 PM","7:30:00 PM","DEN","BRK","ASE",150,"3.4",6,53,77,"YES",150,"0.9","1","64","101","","","21300263",0,0,0,0
"264",3958,264,"Tue","2013-12-3","7:30:00 PM","7:30:00 PM","DET","MIA","FSD",150,"3.5",5,65,95,"SunSpM",165,"9.1","14","151","221","NBA TV","","21300264",0.74,526,438,0
"265",3959,265,"Tue","2013-12-3","8:00:00 PM","7:00:00 PM","PHX","MEM","FSA",135,"2",3,36,47,"SSO-MEM",150,"3.6","5","24",NA,"","","21300265",0,0,0,0
"266",3960,266,"Tue","2013-12-3","8:30:00 PM","7:30:00 PM","CHA","DAL","SSO-CHA",150,"0.75",1.55,8.5,9.6,"FSSW-DAL",150,"2","4","54","77","","","21300266",0,0,0,0
"267",3961,267,"Tue","2013-12-3","10:00:00 PM","7:00:00 PM","OKC","SAC","FSOK",150,"8.6",15,63,NA,"CSN-S",165,"2","4","28","40","","","21300267",0,0,0,0
"268",3962,268,"Tue","2013-12-3","10:30:00 PM","7:30:00 PM","TOR","GSW","SNET360",NA,"",NA,NA,NA,"CSN-BA",150,"3.7","7","94","131","","SNET360","21300268",0,0,0,0
"269",3963,269,"Wed","2013-12-4","7:00:00 PM","7:00:00 PM","DEN","CLE","ASE",150,"2.1",4,33,41,"FSO",150,"3.2","5","47","61","","","21300269",0,0,0,0
"270",3964,270,"Wed","2013-12-4","7:30:00 PM","7:30:00 PM","LAC","ATL","FSNP",150,"1.5",3,87,111,"FSS-ATL",150,"1.7","3","41","45","","","21300270",0,0,0,0
"271",3965,271,"Wed","2013-12-4","8:00:00 PM","7:00:00 PM","PHX","HOU","FSA",150,"2.2",4,40,49,"CSN-H",150,"1.8","3","40","52","","","21300271",0,0,0,0
"272",3966,272,"Wed","2013-12-4","8:00:00 PM","7:00:00 PM","DET","MIL","FSD",150,"3.2",5,59,80,"FSNWI",150,"1","2","9",NA,"","","21300272",0,0,0,0
"273",3967,273,"Wed","2013-12-4","8:00:00 PM","7:00:00 PM","DAL","NOP","FSSW-DAL",150,"2.3",4,61,72,"FSNO",150,"2.86","4.2","18.5",NA,"","","21300273",0,0,0,0
"274",3968,274,"Wed","2013-12-4","9:00:00 PM","7:00:00 PM","IND","UTA","FSI",150,"5.8",8,55,NA,"ROOT",150,"5.4","10","50",NA,"","","21300274",0,0,0,0
