Season,Home,Away,Date,Attendance,Capacity
2010,MEM,DAL,2011-1-15,15812,18119
2010,MIN,ORL,2011-1-15,17391,19356
2010,CHA,NOP,2011-1-15,17486,19077
2010,DEN,CLE,2011-1-15,17668,19155
2010,DET,SAC,2011-1-15,18784,19971
2010,POR,BRK,2011-1-15,20441,21538
2010,CHI,MIA,2011-1-15,23017,20917
2010,SAS,DEN,2011-1-16,18581,18418
2010,LAC,LAL,2011-1-16,19905,19060
2010,DET,DAL,2011-1-17,12660,19971
2010,PHI,CHA,2011-1-17,13508,20328
2010,ATL,SAC,2011-1-17,14820,18047
2010,WAS,UTA,2011-1-17,14925,20356
2010,NOP,TOR,2011-1-17,15155,16867
2010,LAC,IND,2011-1-17,15863,19060
2010,HOU,MIL,2011-1-17,16186,18055
2010,MEM,CHI,2011-1-17,18119,18119
2010,GSW,BRK,2011-1-17,18563,19596
2010,BOS,ORL,2011-1-17,18624,18624
2010,LAL,OKC,2011-1-17,18997,18997
2010,NYK,PHX,2011-1-17,19763,19812
2010,POR,MIN,2011-1-17,20239,21538
2010,MIA,ATL,2011-1-18,19600,19600
2010,CHI,CHA,2011-1-18,21263,20917
2010,SAC,POR,2011-1-19,12722,17317
2010,BRK,UTA,2011-1-19,13251,20049
2010,MIL,WAS,2011-1-19,14007,18717
2010,HOU,NYK,2011-1-19,15903,18055
2010,NOP,MEM,2011-1-19,15951,16867
2010,DEN,OKC,2011-1-19,16872,19155
2010,LAC,MIN,2011-1-19,17793,19060
2010,GSW,IND,2011-1-19,18185,19596
2010,SAS,TOR,2011-1-19,18581,18418
2010,BOS,DET,2011-1-19,18624,18624
2010,ORL,PHI,2011-1-19,18846,18846
2010,DAL,LAL,2011-1-19,20365,19200
2010,CLE,PHX,2011-1-19,20562,20562
2010,CHA,PHI,2011-1-20,14326,19077
2010,POR,LAC,2011-1-20,20630,21538
2010,CHI,DAL,2011-1-20,21397,20917
2010,BRK,DET,2011-1-21,13316,20049
2010,MEM,HOU,2011-1-21,13458,18119
2010,ATL,NOP,2011-1-21,14875,18047
2010,WAS,PHX,2011-1-21,15716,20356
2010,GSW,SAC,2011-1-21,18428,19596
2010,SAS,NYK,2011-1-21,18581,18418
2010,BOS,UTA,2011-1-21,18624,18624
2010,ORL,TOR,2011-1-21,19047,18846
2010,DEN,LAL,2011-1-21,19155,19155
2010,CLE,MIL,2011-1-21,20562,20562
2010,PHI,UTA,2011-1-22,14036,20328
2010,BRK,DAL,2011-1-22,14051,20049
2010,MIL,MEM,2011-1-22,16157,18717
2010,CHA,ATL,2011-1-22,17286,19077
2010,NOP,SAS,2011-1-22,18023,16867
2010,HOU,ORL,2011-1-22,18052,18055
2010,OKC,NYK,2011-1-22,18203,18203
2010,LAC,GSW,2011-1-22,19373,19060
2010,MIA,TOR,2011-1-22,20025,19600
2010,WAS,BOS,2011-1-22,20278,20356
2010,POR,IND,2011-1-22,20563,21538
2010,DET,PHX,2011-1-22,21326,19971
2010,CHI,CLE,2011-1-22,21389,20917
2010,DEN,IND,2011-1-23,17047,19155
2010,BRK,CLE,2011-1-24,10197,20049
2010,MIN,HOU,2011-1-24,11983,19356
2010,TOR,MEM,2011-1-24,14127,19800
2010,PHI,PHX,2011-1-24,14881,20328
2010,NOP,OKC,2011-1-24,17233,16867
2010,GSW,SAS,2011-1-24,18523,19596
2010,ORL,DET,2011-1-24,19098,18846
2010,NYK,WAS,2011-1-24,19763,19812
2010,POR,SAC,2011-1-24,20488,21538
2010,CHI,MIL,2011-1-24,21126,20917
2010,SAC,CHA,2011-1-25,13984,17317
2010,WAS,DEN,2011-1-25,16121,20356
2010,BOS,CLE,2011-1-25,18624,18624
2010,LAL,UTA,2011-1-25,18997,18997
2010,DAL,LAC,2011-1-25,20335,19200
2010,BRK,MEM,2011-1-26,8866,20049
2010,IND,ORL,2011-1-26,12164,18165
2010,MIL,ATL,2011-1-26,13274,18717
2010,TOR,PHI,2011-1-26,14552,19800
2010,MIN,OKC,2011-1-26,14979,19356
2010,DET,DEN,2011-1-26,16212,19971
2010,PHX,CHA,2011-1-26,16986,19023
2010,GSW,NOP,2011-1-26,18108,19596
2010,HOU,LAC,2011-1-26,18147,18055
2010,UTA,SAS,2011-1-26,19911,19911
2010,NYK,MIA,2011-1-27,19763,19812
2010,DAL,HOU,2011-1-27,20088,19200
2010,POR,BOS,2011-1-27,20706,21538
2010,IND,BRK,2011-1-28,11337,18165
2010,PHI,MEM,2011-1-28,14289,20328
2010,TOR,MIL,2011-1-28,15159,19800
2010,OKC,WAS,2011-1-28,18203,18203
2010,GSW,CHA,2011-1-28,18407,19596
2010,PHX,BOS,2011-1-28,18422,19023
2010,LAL,SAC,2011-1-28,18997,18997
2010,ATL,NYK,2011-1-28,19069,18047
2010,CLE,DEN,2011-1-28,19642,20562
2010,MIA,DET,2011-1-28,19805,19600
2010,UTA,MIN,2011-1-28,19911,19911
2010,CHI,ORL,2011-1-28,21676,20917
2010,SAC,NOP,2011-1-29,14534,17317
2010,MEM,WAS,2011-1-29,14722,18119
2010,MIN,TOR,2011-1-29,14991,19356
2010,MIL,BRK,2011-1-29,17173,18717
2010,LAC,CHA,2011-1-29,18332,19060
2010,SAS,HOU,2011-1-29,18581,18418
2010,DAL,ATL,2011-1-29,20309,19200
2010,CHI,IND,2011-1-29,21611,20917
2010,PHI,DEN,2011-1-30,15612,20328
2010,PHX,NOP,2011-1-30,17921,19023
2010,GSW,UTA,2011-1-30,18187,19596
2010,OKC,MIA,2011-1-30,18203,18203
2010,ORL,CLE,2011-1-30,18846,18846
2010,LAL,BOS,2011-1-30,18997,18997
2010,NYK,DET,2011-1-30,19763,19812
2010,IND,TOR,2011-1-31,10258,18165
2010,MEM,ORL,2011-1-31,13513,18119
2010,BRK,DEN,2011-1-31,14039,20049
2010,LAC,MIL,2011-1-31,17218,19060
2010,UTA,CHA,2011-1-31,19499,19911
2010,MIA,CLE,2011-1-31,19600,19600
2010,DAL,WAS,2011-1-31,19724,19200
2010,NOP,WAS,2011-2-1,13921,16867
2010,SAC,BOS,2011-2-1,16482,17317
2010,LAL,HOU,2011-2-1,18997,18997
2010,POR,SAS,2011-2-1,20364,21538
2010,BRK,PHI,2011-2-2,10057,20049
2010,MIN,MEM,2011-2-2,12662,19356
2010,ATL,TOR,2011-2-2,14025,18047
2010,DET,CHA,2011-2-2,14376,19971
2010,DEN,POR,2011-2-2,15258,19155
2010,PHX,MIL,2011-2-2,16422,19023
2010,OKC,NOP,2011-2-2,17849,18203
2010,CLE,IND,2011-2-2,18877,20562
2010,LAC,CHI,2011-2-2,19368,19060
2010,UTA,HOU,2011-2-2,19619,19911
2010,NYK,DAL,2011-2-2,19763,19812
2010,GSW,MIL,2011-2-3,18008,19596
2010,ORL,MIA,2011-2-3,18945,18846
2010,LAL,SAS,2011-2-3,18997,18997
2010,IND,POR,2011-2-4,11778,18165
2010,MEM,CLE,2011-2-4,11932,18119
2010,TOR,MIN,2011-2-4,14389,19800
2010,SAC,SAS,2011-2-4,15772,17317
2010,PHX,OKC,2011-2-4,16274,19023
2010,DET,BRK,2011-2-4,17304,19971
2010,BOS,DAL,2011-2-4,18624,18624
2010,PHI,NYK,2011-2-4,18823,20328
2010,WAS,ORL,2011-2-4,18940,20356
2010,DEN,UTA,2011-2-4,19155,19155
2010,ATL,LAC,2011-2-4,19363,18047
2010,CHA,MIA,2011-2-4,19592,19077
2010,MIN,DEN,2011-2-5,15389,19356
2010,MIL,DET,2011-2-5,15791,18717
2010,WAS,ATL,2011-2-5,16256,20356
2010,CHA,DAL,2011-2-5,17743,19077
2010,HOU,MEM,2011-2-5,18195,18055
2010,NOP,LAL,2011-2-5,18426,16867
2010,GSW,CHI,2011-2-5,19596,19596
2010,UTA,OKC,2011-2-5,19711,19911
2010,CLE,POR,2011-2-5,19975,20562
2010,BRK,IND,2011-2-6,13167,20049
2010,BOS,ORL,2011-2-6,18624,18624
2010,MIA,LAC,2011-2-6,19702,19600
2010,NYK,PHI,2011-2-6,19763,19812
2010,SAC,UTA,2011-2-7,11509,17317
2010,NOP,MIN,2011-2-7,13401,16867
2010,DEN,HOU,2011-2-7,14595,19155
2010,GSW,PHX,2011-2-7,18002,19596
2010,MEM,LAL,2011-2-7,18119,18119
2010,CHA,BOS,2011-2-7,19081,19077
2010,DAL,CLE,2011-2-7,19875,19200
2010,POR,CHI,2011-2-7,20534,21538
2010,MIL,TOR,2011-2-8,11975,18717
2010,ATL,PHI,2011-2-8,12903,18047
2010,HOU,MIN,2011-2-8,15679,18055
2010,DET,SAS,2011-2-8,16132,19971
2010,OKC,MEM,2011-2-8,17868,18203
2010,ORL,LAC,2011-2-8,18987,18846
2010,MIA,IND,2011-2-8,19600,19600
2010,IND,CHA,2011-2-9,10268,18165
2010,PHI,ORL,2011-2-9,12091,20328
2010,SAC,DAL,2011-2-9,12310,17317
2010,BRK,NOP,2011-2-9,13316,20049
2010,TOR,SAS,2011-2-9,15867,19800
2010,WAS,MIL,2011-2-9,16108,20356
2010,GSW,DEN,2011-2-9,18430,19596
2010,CLE,DET,2011-2-9,19475,20562
2010,NYK,LAC,2011-2-9,19763,19812
2010,UTA,CHI,2011-2-9,19911,19911
2010,DEN,DAL,2011-2-10,16273,19155
2010,PHX,GSW,2011-2-10,16731,19023
2010,BOS,LAL,2011-2-10,18624,18624
2010,IND,MIN,2011-2-11,12559,18165
2010,MEM,MIL,2011-2-11,14749,18119
2010,CHA,BRK,2011-2-11,15386,19077
2010,PHI,SAS,2011-2-11,15501,20328
2010,TOR,POR,2011-2-11,15625,19800
2010,ORL,NOP,2011-2-11,18944,18846
2010,NYK,LAL,2011-2-11,19763,19812
2010,UTA,PHX,2011-2-11,19911,19911
2010,CLE,LAC,2011-2-11,20562,20562
2010,DET,MIA,2011-2-11,22076,19971
2010,SAC,OKC,2011-2-12,14987,17317
2010,ATL,CHA,2011-2-12,16948,18047
2010,HOU,DAL,2011-2-12,17009,18055
2010,MIN,PHI,2011-2-12,17011,19356
2010,MIL,IND,2011-2-12,17046,18717
2010,NOP,CHI,2011-2-12,17831,16867
2010,BRK,NYK,2011-2-12,18711,20049
2010,WAS,SAS,2011-2-12,20435,20356
2010,DET,POR,2011-2-13,15257,19971
2010,MEM,DEN,2011-2-13,15398,18119
2010,PHX,SAC,2011-2-13,17798,19023
2010,BOS,MIA,2011-2-13,18624,18624
2010,CLE,WAS,2011-2-13,19154,20562
2010,ORL,LAL,2011-2-13,19193,18846
2010,GSW,OKC,2011-2-13,19596,19596
2010,TOR,LAC,2011-2-13,19800,19800
2010,MIN,POR,2011-2-14,11227,19356
2010,DET,ATL,2011-2-14,11844,19971
2010,MIL,LAC,2011-2-14,13111,18717
2010,BRK,SAS,2011-2-14,13433,20049
2010,HOU,DEN,2011-2-14,16450,18055
2010,CHA,LAL,2011-2-14,19488,19077
2010,MEM,PHI,2011-2-15,11197,18119
2010,PHX,UTA,2011-2-15,16874,19023
2010,OKC,SAC,2011-2-15,18087,18203
2010,IND,MIA,2011-2-15,18165,18165
2010,GSW,NOP,2011-2-15,18276,19596
2010,CHI,CHA,2011-2-15,21391,20917
2010,DET,IND,2011-2-16,12551,19971
2010,HOU,PHI,2011-2-16,14476,18055
2010,MIN,LAC,2011-2-16,15227,19356
2010,MIL,DEN,2011-2-16,16033,18717
2010,BOS,BRK,2011-2-16,18624,18624
2010,ORL,WAS,2011-2-16,19054,18846
2010,NYK,ATL,2011-2-16,19763,19812
2010,UTA,GSW,2011-2-16,19911,19911
2010,TOR,MIA,2011-2-16,20156,19800
2010,DAL,SAC,2011-2-16,20420,19200
2010,CLE,LAL,2011-2-16,20562,20562
2010,POR,NOP,2011-2-16,20650,21538
2010,PHX,DAL,2011-2-17,17903,19023
2010,CHI,SAS,2011-2-17,22172,20917
2010,DET,HOU,2011-2-22,12353,19971
2010,CHA,TOR,2011-2-22,12976,19077
2010,MIL,MIN,2011-2-22,13106,18717
2010,WAS,IND,2011-2-22,14328,20356
2010,DEN,MEM,2011-2-22,14638,19155
2010,OKC,LAC,2011-2-22,18203,18203
2010,LAL,ATL,2011-2-22,18997,18997
2010,GSW,BOS,2011-2-22,19738,19596
2010,MIA,SAC,2011-2-22,19754,19600
2010,MIN,MEM,2011-2-23,11497,19356
2010,IND,DET,2011-2-23,12214,18165
2010,PHI,WAS,2011-2-23,12704,20328
2010,NOP,LAC,2011-2-23,17537,16867
2010,CLE,HOU,2011-2-23,18027,20562
2010,TOR,CHI,2011-2-23,18105,19800
2010,PHX,ATL,2011-2-23,18254,19023
2010,SAS,OKC,2011-2-23,18581,18418
2010,ORL,SAC,2011-2-23,19146,18846
2010,NYK,MIL,2011-2-23,19763,19812
2010,DAL,UTA,2011-2-23,20379,19200
2010,POR,LAL,2011-2-23,20643,21538
2010,DEN,BOS,2011-2-24,18524,19155
2010,CHI,MIA,2011-2-24,23024,20917
2010,PHI,DET,2011-2-25,15105,20328
2010,CHA,SAC,2011-2-25,15782,19077
2010,IND,UTA,2011-2-25,16205,18165
2010,MIN,NOP,2011-2-25,16965,19356
2010,SAS,BRK,2011-2-25,18581,18418
2010,LAL,LAC,2011-2-25,18997,18997
2010,TOR,PHX,2011-2-25,19004,19800
2010,ORL,OKC,2011-2-25,19011,18846
2010,MIA,WAS,2011-2-25,19825,19600
2010,GSW,ATL,2011-2-25,19858,19596
2010,CLE,NYK,2011-2-25,20562,20562
2010,POR,DEN,2011-2-25,20659,21538
2010,MEM,SAC,2011-2-26,16028,18119
2010,HOU,BRK,2011-2-26,17209,18055
2010,DET,UTA,2011-2-26,18564,19971
2010,MIL,CHI,2011-2-26,18717,18717
2010,WAS,DAL,2011-2-26,19203,20356
2010,LAC,BOS,2011-2-26,19513,19060
2010,IND,PHX,2011-2-27,14168,18165
2010,MIN,GSW,2011-2-27,16021,19356
2010,TOR,DAL,2011-2-27,16827,19800
2010,NOP,HOU,2011-2-27,17466,16867
2010,OKC,LAL,2011-2-27,18203,18203
2010,SAS,MEM,2011-2-27,18581,18418
2010,ORL,CHA,2011-2-27,18846,18846
2010,MIA,NYK,2011-2-27,19702,19600
2010,CLE,PHI,2011-2-27,19882,20562
2010,POR,ATL,2011-2-27,20642,21538
2010,BRK,PHX,2011-2-28,15836,20049
2010,DEN,ATL,2011-2-28,16163,19155
2010,SAC,LAC,2011-2-28,17317,17317
2010,WAS,CHI,2011-2-28,17873,20356
2010,UTA,BOS,2011-2-28,19911,19911
2010,IND,GSW,2011-3-1,9557,18165
2010,MIL,DET,2011-3-1,11364,18717
2010,MEM,SAS,2011-3-1,13480,18119
2010,PHI,DAL,2011-3-1,13509,20328
2010,TOR,NOP,2011-3-1,14704,19800
2010,MIN,LAL,2011-3-1,17111,19356
2010,ORL,NYK,2011-3-1,19131,18846
2010,POR,HOU,2011-3-1,20272,21538
2010,SAC,POR,2011-3-2,12286,17317
2010,DET,MIN,2011-3-2,13122,19971
2010,DEN,CHA,2011-3-2,14255,19155
2010,ATL,CHI,2011-3-2,16928,18047
2010,WAS,GSW,2011-3-2,17865,20356
2010,OKC,IND,2011-3-2,18203,18203
2010,BOS,PHX,2011-3-2,18624,18624
2010,CLE,SAS,2011-3-2,18795,20562
2010,LAC,HOU,2011-3-2,19060,19060
2010,NYK,NOP,2011-3-2,19763,19812
2010,UTA,DEN,2011-3-3,19524,19911
2010,MIA,ORL,2011-3-3,19600,19600
2010,PHI,MIN,2011-3-4,12008,20328
2010,MIL,PHX,2011-3-4,15011,18717
2010,MEM,NOP,2011-3-4,15367,18119
2010,ATL,OKC,2011-3-4,17916,18047
2010,SAS,MIA,2011-3-4,18581,18418
2010,BOS,GSW,2011-3-4,18624,18624
2010,BRK,TOR,2011-3-4,18689,20049
2010,LAL,CHA,2011-3-4,18997,18997
2010,ORL,CHI,2011-3-4,19207,18846
2010,NYK,CLE,2011-3-4,19763,19812
2010,DAL,IND,2011-3-4,20385,19200
2010,HOU,IND,2011-3-5,14965,18055
2010,WAS,MIN,2011-3-5,18216,20356
2010,BRK,TOR,2011-3-5,18689,20049
2010,LAC,DEN,2011-3-5,19060,19060
2010,UTA,SAC,2011-3-5,19911,19911
2010,POR,CHA,2011-3-5,20588,21538
2010,PHI,GSW,2011-3-6,11294,20328
2010,MIL,BOS,2011-3-6,16110,18717
2010,DET,WAS,2011-3-6,17506,19971
2010,OKC,PHX,2011-3-6,18203,18203
2010,CLE,NOP,2011-3-6,18754,20562
2010,SAS,LAL,2011-3-6,18996,18418
2010,ATL,NYK,2011-3-6,19560,18047
2010,MIA,CHI,2011-3-6,19763,19600
2010,DAL,MEM,2011-3-6,20102,19200
2010,SAC,HOU,2011-3-7,12561,17317
2010,MIN,DAL,2011-3-7,13288,19356
2010,MEM,OKC,2011-3-7,13903,18119
2010,CHA,LAC,2011-3-7,16438,19077
2010,ORL,POR,2011-3-7,19001,18846
2010,NYK,UTA,2011-3-7,19763,19812
2010,CHI,NOP,2011-3-7,21997,20917
2010,IND,PHI,2011-3-8,9466,18165
2010,WAS,MIL,2011-3-8,16190,20356
2010,PHX,HOU,2011-3-8,17363,19023
2010,MIA,POR,2011-3-8,19835,19600
2010,ATL,LAL,2011-3-8,19890,18047
2010,CLE,GSW,2011-3-8,19919,20562
2010,MIL,CLE,2011-3-9,12499,18717
2010,SAC,ORL,2011-3-9,12728,17317
2010,BRK,GSW,2011-3-9,13513,20049
2010,TOR,UTA,2011-3-9,14425,19800
2010,NOP,DAL,2011-3-9,14472,16867
2010,MIN,IND,2011-3-9,15153,19356
2010,CHA,CHI,2011-3-9,15286,19077
2010,MEM,NYK,2011-3-9,17512,18119
2010,SAS,DET,2011-3-9,18581,18418
2010,BOS,LAC,2011-3-9,18624,18624
2010,PHI,OKC,2011-3-9,19283,20328
2010,PHX,DEN,2011-3-10,17465,19023
2010,MIA,LAL,2011-3-10,19986,19600
2010,DAL,NYK,2011-3-10,20517,19200
2010,TOR,IND,2011-3-11,14726,19800
2010,CHA,POR,2011-3-11,18176,19077
2010,OKC,DET,2011-3-11,18203,18203
2010,MIN,UTA,2011-3-11,18534,19356
2010,BRK,LAC,2011-3-11,18711,20049
2010,SAS,SAC,2011-3-11,18712,18418
2010,GSW,ORL,2011-3-11,19596,19596
2010,PHI,BOS,2011-3-11,20614,20328
2010,CHI,ATL,2011-3-11,22123,20917
2010,ATL,POR,2011-3-12,15522,18047
2010,NOP,SAC,2011-3-12,15530,16867
2010,MIL,PHI,2011-3-12,15832,18717
2010,HOU,SAS,2011-3-12,18245,18055
2010,DEN,DET,2011-3-12,19155,19155
2010,MIA,MEM,2011-3-12,19600,19600
2010,WAS,LAC,2011-3-12,20278,20356
2010,DAL,LAL,2011-3-12,20619,19200
2010,CHI,UTA,2011-3-12,22885,20917
2010,TOR,CHA,2011-3-13,16557,19800
2010,GSW,MIN,2011-3-13,17788,19596
2010,PHX,ORL,2011-3-13,18091,19023
2010,BOS,MIL,2011-3-13,18624,18624
2010,NYK,IND,2011-3-13,19763,19812
2010,CLE,OKC,2011-3-13,19811,20562
2010,NOP,DEN,2011-3-14,11782,16867
2010,SAC,GSW,2011-3-14,14243,17317
2010,MEM,LAC,2011-3-14,15989,18119
2010,HOU,PHX,2011-3-14,16262,18055
2010,WAS,OKC,2011-3-14,17921,20356
2010,BRK,BOS,2011-3-14,18711,20049
2010,LAL,ORL,2011-3-14,18997,18997
2010,UTA,PHI,2011-3-14,19632,19911
2010,MIA,SAS,2011-3-14,20021,19600
2010,ATL,MIL,2011-3-15,13590,18047
2010,IND,NYK,2011-3-15,14164,18165
2010,POR,DAL,2011-3-15,20631,21538
2010,CHI,WAS,2011-3-15,22103,20917
2010,SAC,CLE,2011-3-16,13477,17317
2010,NOP,PHX,2011-3-16,13758,16867
2010,MIL,ORL,2011-3-16,13831,18717
2010,ATL,DEN,2011-3-16,14669,18047
2010,HOU,CHA,2011-3-16,14822,18055
2010,DET,TOR,2011-3-16,15166,19971
2010,BOS,IND,2011-3-16,18624,18624
2010,LAC,PHI,2011-3-16,19060,19060
2010,UTA,MIN,2011-3-16,19465,19911
2010,GSW,DAL,2011-3-16,19596,19596
2010,MIA,OKC,2011-3-16,20083,19600
2010,BRK,CHI,2011-3-17,18351,20049
2010,NYK,MEM,2011-3-17,19763,19812
2010,POR,CLE,2011-3-17,20235,21538
2010,MIL,BRK,2011-3-18,14563,18717
2010,SAC,PHI,2011-3-18,15373,17317
2010,TOR,WAS,2011-3-18,18017,19800
2010,IND,CHI,2011-3-18,18165,18165
2010,OKC,CHA,2011-3-18,18203,18203
2010,HOU,BOS,2011-3-18,18412,18055
2010,PHX,GSW,2011-3-18,18422,19023
2010,LAL,MIN,2011-3-18,18997,18997
2010,ORL,DEN,2011-3-18,19113,18846
2010,ATL,MIA,2011-3-18,20024,18047
2010,DAL,SAS,2011-3-18,20614,19200
2010,DET,NYK,2011-3-18,22076,19971
2010,MEM,IND,2011-3-19,17013,18119
2010,NOP,BOS,2011-3-19,18018,16867
2010,LAC,CLE,2011-3-19,19060,19060
2010,SAS,CHA,2011-3-19,19075,18418
2010,MIA,DEN,2011-3-19,19600,19600
2010,POR,PHI,2011-3-19,20637,21538
2010,HOU,UTA,2011-3-20,14459,18055
2010,ATL,DET,2011-3-20,17580,18047
2010,WAS,BRK,2011-3-20,17761,20356
2010,MIL,NYK,2011-3-20,18052,18717
2010,OKC,TOR,2011-3-20,18203,18203
2010,MIN,SAC,2011-3-20,18993,19356
2010,LAL,POR,2011-3-20,18997,18997
2010,LAC,PHX,2011-3-20,19060,19060
2010,DAL,GSW,2011-3-20,20324,19200
2010,MEM,UTA,2011-3-21,12688,18119
2010,BRK,IND,2011-3-21,13792,20049
2010,DEN,TOR,2011-3-21,16258,19155
2010,SAS,GSW,2011-3-21,18443,18418
2010,CLE,ORL,2011-3-21,19343,20562
2010,NYK,BOS,2011-3-21,19763,19812
2010,CHI,SAC,2011-3-21,21873,20917
2010,ATL,CHI,2011-3-22,18203,18047
2010,LAL,PHX,2011-3-22,18997,18997
2010,POR,WAS,2011-3-22,20624,21538
2010,MIL,SAC,2011-3-23,14122,18717
2010,CHA,IND,2011-3-23,14703,19077
2010,PHI,ATL,2011-3-23,15199,20328
2010,HOU,GSW,2011-3-23,16623,18055
2010,PHX,TOR,2011-3-23,17865,19023
2010,OKC,UTA,2011-3-23,18203,18203
2010,BOS,MEM,2011-3-23,18624,18624
2010,CLE,BRK,2011-3-23,18923,20562
2010,LAC,WAS,2011-3-23,19060,19060
2010,DEN,SAS,2011-3-23,19155,19155
2010,NYK,ORL,2011-3-23,19763,19812
2010,DET,MIA,2011-3-23,22076,19971
2010,UTA,NOP,2011-3-24,18840,19911
2010,DAL,MIN,2011-3-24,20296,19200
2010,IND,SAC,2011-3-25,13813,18165
2010,GSW,TOR,2011-3-25,17504,19596
2010,OKC,MIN,2011-3-25,18203,18203
2010,PHX,NOP,2011-3-25,18422,19023
2010,BOS,CHA,2011-3-25,18624,18624
2010,LAL,LAC,2011-3-25,18997,18997
2010,ORL,BRK,2011-3-25,19087,18846
2010,DEN,WAS,2011-3-25,19308,19155
2010,NYK,MIL,2011-3-25,19763,19812
2010,MIA,PHI,2011-3-25,19840,19600
2010,CLE,DET,2011-3-25,19907,20562
2010,POR,SAS,2011-3-25,20644,21538
2010,CHI,MEM,2011-3-25,22274,20917
2010,ATL,BRK,2011-3-26,17093,18047
2010,MIL,CHI,2011-3-26,18717,18717
2010,LAC,TOR,2011-3-26,19060,19060
2010,DET,IND,2011-3-26,19216,19971
2010,CHA,NYK,2011-3-26,19356,19077
2010,UTA,DAL,2011-3-26,19649,19911
2010,PHI,SAC,2011-3-27,16235,20328
2010,MEM,SAS,2011-3-27,17098,18119
2010,PHX,DAL,2011-3-27,17314,19023
2010,GSW,WAS,2011-3-27,17723,19596
2010,OKC,POR,2011-3-27,18203,18203
2010,LAL,NOP,2011-3-27,18997,18997
2010,MIN,BOS,2011-3-27,19178,19356
2010,MIA,HOU,2011-3-27,19825,19600
2010,CLE,ATL,2011-3-27,20226,20562
2010,CHA,MIL,2011-3-28,12368,19077
2010,IND,BOS,2011-3-28,15932,18165
2010,SAS,POR,2011-3-28,18583,18418
2010,UTA,WAS,2011-3-28,19724,19911
2010,NYK,ORL,2011-3-28,19763,19812
2010,CHI,PHI,2011-3-28,22210,20917
2010,SAC,PHX,2011-3-29,13774,17317
2010,BRK,HOU,2011-3-29,13866,20049
2010,OKC,GSW,2011-3-29,18203,18203
2010,CLE,MIA,2011-3-29,20562,20562
2010,IND,DET,2011-3-30,9390,18165
2010,NOP,POR,2011-3-30,12575,16867
2010,CHA,CLE,2011-3-30,12584,19077
2010,MEM,GSW,2011-3-30,13815,18119
2010,ATL,ORL,2011-3-30,15114,18047
2010,TOR,MIL,2011-3-30,15906,19800
2010,PHI,HOU,2011-3-30,16635,20328
2010,DEN,SAC,2011-3-30,17955,19155
2010,PHX,OKC,2011-3-30,18033,19023
2010,WAS,MIA,2011-3-30,18916,20356
2010,LAC,DAL,2011-3-30,19060,19060
2010,MIN,CHI,2011-3-30,19207,19356
2010,NYK,BRK,2011-3-30,19763,19812
2010,SAS,BOS,2011-3-31,18583,18418
2010,LAL,DAL,2011-3-31,18997,18997
2010,IND,MIL,2011-4-1,11177,18165
2010,SAC,DEN,2011-4-1,15871,17317
2010,NOP,MEM,2011-4-1,16561,16867
2010,PHI,BRK,2011-4-1,16695,20328
2010,WAS,CLE,2011-4-1,17427,20356
2010,HOU,SAS,2011-4-1,18059,18055
2010,PHX,LAC,2011-4-1,18422,19023
2010,ORL,CHA,2011-4-1,18969,18846
2010,MIN,MIA,2011-4-1,19096,19356
2010,ATL,BOS,2011-4-1,19763,18047
2010,UTA,LAL,2011-4-1,19911,19911
2010,POR,OKC,2011-4-1,20709,21538
2010,DET,CHI,2011-4-1,22076,19971
2010,MEM,MIN,2011-4-2,15327,18119
2010,MIL,PHI,2011-4-2,17079,18717
2010,GSW,DAL,2011-4-2,18128,19596
2010,LAC,OKC,2011-4-2,19060,19060
2010,CHI,TOR,2011-4-2,22228,20917
2010,NOP,IND,2011-4-3,13898,16867
2010,HOU,ATL,2011-4-3,15993,18055
2010,CHA,WAS,2011-4-3,16444,19077
2010,SAC,UTA,2011-4-3,17215,17317
2010,SAS,PHX,2011-4-3,18581,18418
2010,BOS,DET,2011-4-3,18624,18624
2010,BRK,MIA,2011-4-3,18711,20049
2010,LAL,DEN,2011-4-3,18997,18997
2010,NYK,CLE,2011-4-3,19763,19812
2010,TOR,ORL,2011-4-3,19800,19800
2010,POR,DAL,2011-4-3,20534,21538
2010,BRK,MIN,2011-4-5,13461,20049
2010,MEM,LAC,2011-4-5,15433,18119
2010,HOU,SAC,2011-4-5,15523,18055
2010,ATL,SAS,2011-4-5,17277,18047
2010,WAS,DET,2011-4-5,18131,20356
2010,DEN,OKC,2011-4-5,18203,19155
2010,BOS,PHI,2011-4-5,18624,18624
2010,ORL,MIL,2011-4-5,18996,18846
2010,LAL,UTA,2011-4-5,18997,18997
2010,NYK,TOR,2011-4-5,19763,19812
2010,CLE,CHA,2011-4-5,19835,20562
2010,POR,GSW,2011-4-5,20551,21538
2010,CHI,PHX,2011-4-5,21873,20917
2010,NOP,HOU,2011-4-6,12728,16867
2010,IND,WAS,2011-4-6,14222,18165
2010,DET,BRK,2011-4-6,14554,19971
2010,TOR,CLE,2011-4-6,14886,19800
2010,MIN,PHX,2011-4-6,16113,19356
2010,CHA,ORL,2011-4-6,16234,19077
2010,OKC,LAC,2011-4-6,18203,18203
2010,PHI,NYK,2011-4-6,18375,20328
2010,SAS,SAC,2011-4-6,18590,18418
2010,MIA,MIL,2011-4-6,20017,19600
2010,GSW,LAL,2011-4-6,20024,19596
2010,DAL,DEN,2011-4-6,20364,19200
