Entering,Season,ATL,BOS,BRK,CHA,CHI,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHX,POR,SAC,SAS,TOR,UTA,WAS
2010-12-13,2010-11,0.64,0.826086957,0.25,0.347826087,0.636363636,0.291666667,0.826086957,0.608695652,0.28,0.347826087,0.391304348,0.5,0.2,0.708333333,0.416666667,0.68,0.409090909,0.25,0.608695652,0.64,0.68,0.666666667,0.347826087,0.47826087,0.5,0.238095238,0.869565217,0.375,0.68,0.272727273
2010-12-14,2010-11,0.64,0.826086957,0.25,0.347826087,0.652173913,0.291666667,0.791666667,0.608695652,0.28,0.333333333,0.391304348,0.47826087,0.2,0.708333333,0.44,0.692307692,0.434782609,0.25,0.583333333,0.64,0.68,0.666666667,0.347826087,0.47826087,0.48,0.238095238,0.869565217,0.375,0.692307692,0.272727273
2010-12-15,2010-11,0.615384615,0.826086957,0.24,0.375,0.652173913,0.291666667,0.791666667,0.625,0.307692308,0.36,0.416666667,0.47826087,0.2,0.72,0.44,0.692307692,0.434782609,0.24,0.583333333,0.64,0.68,0.64,0.375,0.47826087,0.48,0.227272727,0.869565217,0.36,0.692307692,0.260869565
2010-12-16,2010-11,0.615384615,0.833333333,0.24,0.36,0.666666667,0.28,0.8,0.625,0.307692308,0.36,0.4,0.458333333,0.192307692,0.730769231,0.461538462,0.703703704,0.416666667,0.230769231,0.6,0.615384615,0.692307692,0.64,0.4,0.5,0.461538462,0.217391304,0.875,0.346153846,0.692307692,0.260869565
2010-12-17,2010-11,0.592592593,0.84,0.269230769,0.36,0.666666667,0.28,0.8,0.6,0.307692308,0.36,0.4,0.458333333,0.192307692,0.730769231,0.461538462,0.703703704,0.416666667,0.230769231,0.6,0.615384615,0.692307692,0.64,0.4,0.5,0.461538462,0.217391304,0.88,0.346153846,0.692307692,0.25
2010-12-18,2010-11,0.607142857,0.84,0.259259259,0.346153846,0.666666667,0.269230769,0.807692308,0.6,0.296296296,0.36,0.423076923,0.48,0.222222222,0.740740741,0.444444444,0.714285714,0.416666667,0.222222222,0.615384615,0.592592593,0.703703704,0.64,0.384615385,0.48,0.481481481,0.208333333,0.88,0.37037037,0.666666667,0.25
2010-12-19,2010-11,0.607142857,0.84,0.259259259,0.346153846,0.64,0.296296296,0.807692308,0.615384615,0.296296296,0.346153846,0.423076923,0.48,0.25,0.740740741,0.428571429,0.724137931,0.4,0.214285714,0.615384615,0.571428571,0.703703704,0.615384615,0.407407407,0.48,0.5,0.208333333,0.884615385,0.37037037,0.678571429,0.24
2010-12-20,2010-11,0.586206897,0.846153846,0.285714286,0.346153846,0.64,0.296296296,0.807692308,0.615384615,0.321428571,0.346153846,0.444444444,0.461538462,0.25,0.75,0.428571429,0.724137931,0.4,0.214285714,0.592592593,0.571428571,0.678571429,0.615384615,0.407407407,0.5,0.5,0.2,0.884615385,0.357142857,0.678571429,0.24
2010-12-21,2010-11,0.6,0.846153846,0.285714286,0.333333333,0.64,0.285714286,0.814814815,0.615384615,0.321428571,0.333333333,0.464285714,0.481481481,0.275862069,0.75,0.428571429,0.7,0.384615385,0.206896552,0.571428571,0.571428571,0.678571429,0.592592593,0.407407407,0.481481481,0.517241379,0.2,0.888888889,0.357142857,0.689655172,0.269230769
2010-12-22,2010-11,0.6,0.846153846,0.310344828,0.321428571,0.653846154,0.285714286,0.821428571,0.615384615,0.321428571,0.357142857,0.464285714,0.481481481,0.275862069,0.724137931,0.413793103,0.7,0.407407407,0.206896552,0.571428571,0.571428571,0.689655172,0.571428571,0.392857143,0.481481481,0.517241379,0.192307692,0.888888889,0.357142857,0.689655172,0.269230769
2010-12-23,2010-11,0.612903226,0.851851852,0.3,0.321428571,0.666666667,0.275862069,0.821428571,0.592592593,0.344827586,0.357142857,0.482758621,0.481481481,0.266666667,0.724137931,0.413793103,0.7,0.407407407,0.2,0.586206897,0.586206897,0.666666667,0.571428571,0.379310345,0.481481481,0.517241379,0.192307692,0.892857143,0.344827586,0.7,0.259259259
2010-12-24,2010-11,0.612903226,0.851851852,0.3,0.321428571,0.666666667,0.275862069,0.821428571,0.592592593,0.344827586,0.357142857,0.482758621,0.481481481,0.266666667,0.724137931,0.413793103,0.709677419,0.428571429,0.2,0.586206897,0.586206897,0.666666667,0.586206897,0.379310345,0.464285714,0.517241379,0.185185185,0.862068966,0.344827586,0.7,0.259259259
2010-12-25,2010-11,0.612903226,0.851851852,0.3,0.321428571,0.666666667,0.275862069,0.821428571,0.592592593,0.344827586,0.357142857,0.482758621,0.481481481,0.266666667,0.724137931,0.413793103,0.709677419,0.428571429,0.2,0.586206897,0.586206897,0.666666667,0.586206897,0.379310345,0.464285714,0.517241379,0.185185185,0.862068966,0.344827586,0.7,0.259259259
2010-12-26,2010-11,0.612903226,0.821428571,0.3,0.321428571,0.642857143,0.275862069,0.821428571,0.571428571,0.344827586,0.379310345,0.482758621,0.481481481,0.266666667,0.7,0.413793103,0.71875,0.428571429,0.2,0.586206897,0.6,0.677419355,0.6,0.379310345,0.464285714,0.5,0.185185185,0.862068966,0.344827586,0.7,0.259259259
2010-12-27,2010-11,0.59375,0.821428571,0.3,0.321428571,0.655172414,0.266666667,0.821428571,0.551724138,0.333333333,0.379310345,0.482758621,0.464285714,0.290322581,0.7,0.433333333,0.71875,0.428571429,0.225806452,0.6,0.6,0.677419355,0.6,0.4,0.448275862,0.5,0.185185185,0.866666667,0.344827586,0.7,0.25
2010-12-28,2010-11,0.606060606,0.821428571,0.290322581,0.344827586,0.655172414,0.266666667,0.827586207,0.551724138,0.322580645,0.4,0.5,0.464285714,0.3125,0.7,0.451612903,0.71875,0.413793103,0.25,0.580645161,0.6,0.65625,0.612903226,0.387096774,0.448275862,0.516129032,0.178571429,0.866666667,0.333333333,0.677419355,0.24137931
2010-12-29,2010-11,0.606060606,0.827586207,0.290322581,0.344827586,0.666666667,0.258064516,0.8,0.566666667,0.322580645,0.4,0.5,0.448275862,0.3125,0.677419355,0.451612903,0.727272727,0.4,0.25,0.580645161,0.580645161,0.65625,0.625,0.387096774,0.448275862,0.5,0.178571429,0.870967742,0.35483871,0.677419355,0.24137931
2010-12-30,2010-11,0.617647059,0.8,0.28125,0.366666667,0.666666667,0.25,0.8,0.580645161,0.34375,0.387096774,0.483870968,0.433333333,0.303030303,0.6875,0.4375,0.735294118,0.4,0.242424242,0.5625,0.580645161,0.666666667,0.625,0.40625,0.433333333,0.5,0.206896552,0.870967742,0.35483871,0.6875,0.266666667
2010-12-31,2010-11,0.617647059,0.8,0.28125,0.366666667,0.666666667,0.25,0.774193548,0.580645161,0.34375,0.387096774,0.483870968,0.433333333,0.303030303,0.6875,0.4375,0.735294118,0.4,0.242424242,0.5625,0.5625,0.666666667,0.636363636,0.40625,0.433333333,0.515151515,0.206896552,0.875,0.35483871,0.666666667,0.266666667
2011-1-1,2010-11,0.6,0.774193548,0.272727273,0.35483871,0.677419355,0.25,0.774193548,0.580645161,0.333333333,0.40625,0.5,0.451612903,0.303030303,0.696969697,0.4375,0.735294118,0.4,0.242424242,0.575757576,0.5625,0.676470588,0.636363636,0.393939394,0.451612903,0.515151515,0.206896552,0.875,0.34375,0.666666667,0.258064516
2011-1-2,2010-11,0.6,0.774193548,0.264705882,0.35483871,0.6875,0.242424242,0.75,0.59375,0.333333333,0.393939394,0.5,0.451612903,0.303030303,0.696969697,0.424242424,0.742857143,0.419354839,0.264705882,0.588235294,0.5625,0.657142857,0.636363636,0.393939394,0.451612903,0.515151515,0.2,0.878787879,0.34375,0.676470588,0.25
2011-1-3,2010-11,0.611111111,0.78125,0.264705882,0.35483871,0.6875,0.235294118,0.757575758,0.59375,0.333333333,0.393939394,0.484848485,0.4375,0.294117647,0.676470588,0.441176471,0.742857143,0.419354839,0.264705882,0.588235294,0.575757576,0.657142857,0.636363636,0.393939394,0.4375,0.529411765,0.225806452,0.878787879,0.333333333,0.676470588,0.25
2011-1-4,2010-11,0.611111111,0.787878788,0.264705882,0.34375,0.6875,0.235294118,0.757575758,0.606060606,0.323529412,0.382352941,0.470588235,0.4375,0.294117647,0.676470588,0.441176471,0.75,0.419354839,0.257142857,0.6,0.575757576,0.657142857,0.647058824,0.382352941,0.4375,0.529411765,0.225806452,0.878787879,0.333333333,0.685714286,0.25
2011-1-5,2010-11,0.621621622,0.787878788,0.264705882,0.34375,0.696969697,0.235294118,0.764705882,0.606060606,0.314285714,0.382352941,0.470588235,0.4375,0.294117647,0.685714286,0.457142857,0.756756757,0.40625,0.257142857,0.6,0.588235294,0.638888889,0.647058824,0.382352941,0.4375,0.514285714,0.21875,0.852941176,0.323529412,0.685714286,0.25
2011-1-6,2010-11,0.631578947,0.794117647,0.285714286,0.363636364,0.676470588,0.228571429,0.764705882,0.588235294,0.314285714,0.4,0.457142857,0.4375,0.314285714,0.694444444,0.457142857,0.756756757,0.393939394,0.25,0.583333333,0.588235294,0.638888889,0.657142857,0.4,0.424242424,0.527777778,0.21875,0.828571429,0.342857143,0.666666667,0.242424242
2011-1-7,2010-11,0.631578947,0.794117647,0.285714286,0.363636364,0.676470588,0.228571429,0.742857143,0.571428571,0.314285714,0.4,0.457142857,0.4375,0.314285714,0.694444444,0.457142857,0.756756757,0.393939394,0.25,0.583333333,0.588235294,0.648648649,0.657142857,0.4,0.424242424,0.527777778,0.242424242,0.828571429,0.342857143,0.666666667,0.242424242
2011-1-8,2010-11,0.631578947,0.8,0.277777778,0.363636364,0.657142857,0.222222222,0.742857143,0.571428571,0.314285714,0.416666667,0.444444444,0.424242424,0.314285714,0.702702703,0.472222222,0.763157895,0.382352941,0.243243243,0.567567568,0.6,0.648648649,0.666666667,0.416666667,0.411764706,0.540540541,0.242424242,0.833333333,0.333333333,0.648648649,0.264705882
2011-1-9,2010-11,0.641025641,0.777777778,0.27027027,0.382352941,0.666666667,0.222222222,0.722222222,0.571428571,0.333333333,0.416666667,0.432432432,0.411764706,0.314285714,0.702702703,0.459459459,0.763157895,0.4,0.243243243,0.567567568,0.6,0.657894737,0.675675676,0.405405405,0.411764706,0.540540541,0.242424242,0.833333333,0.333333333,0.657894737,0.257142857
2011-1-10,2010-11,0.641025641,0.777777778,0.27027027,0.382352941,0.666666667,0.216216216,0.722222222,0.555555556,0.333333333,0.405405405,0.432432432,0.411764706,0.333333333,0.710526316,0.459459459,0.769230769,0.4,0.236842105,0.578947368,0.583333333,0.657894737,0.675675676,0.405405405,0.428571429,0.526315789,0.235294118,0.837837838,0.351351351,0.657894737,0.257142857
2011-1-11,2010-11,0.641025641,0.756756757,0.27027027,0.4,0.675675676,0.216216216,0.722222222,0.555555556,0.324324324,0.405405405,0.447368421,0.411764706,0.333333333,0.710526316,0.447368421,0.769230769,0.4,0.236842105,0.578947368,0.583333333,0.657894737,0.675675676,0.405405405,0.428571429,0.526315789,0.235294118,0.837837838,0.351351351,0.657894737,0.257142857
2011-1-12,2010-11,0.641025641,0.756756757,0.27027027,0.4,0.675675676,0.210526316,0.722222222,0.567567568,0.324324324,0.405405405,0.447368421,0.428571429,0.333333333,0.717948718,0.447368421,0.769230769,0.4,0.230769231,0.578947368,0.594594595,0.657894737,0.675675676,0.394736842,0.416666667,0.512820513,0.228571429,0.842105263,0.351351351,0.657894737,0.277777778
2011-1-13,2010-11,0.65,0.763157895,0.263157895,0.416666667,0.657894737,0.210526316,0.702702703,0.567567568,0.315789474,0.394736842,0.435897436,0.444444444,0.351351351,0.725,0.461538462,0.75,0.388888889,0.230769231,0.58974359,0.578947368,0.666666667,0.657894737,0.394736842,0.432432432,0.512820513,0.222222222,0.846153846,0.342105263,0.666666667,0.277777778
2011-1-14,2010-11,0.65,0.763157895,0.263157895,0.416666667,0.657894737,0.210526316,0.702702703,0.578947368,0.315789474,0.394736842,0.435897436,0.444444444,0.351351351,0.725,0.461538462,0.731707317,0.388888889,0.25,0.58974359,0.578947368,0.675,0.641025641,0.394736842,0.432432432,0.512820513,0.222222222,0.846153846,0.342105263,0.666666667,0.27027027
2011-1-15,2010-11,0.65,0.769230769,0.256410256,0.405405405,0.666666667,0.205128205,0.684210526,0.578947368,0.333333333,0.41025641,0.425,0.432432432,0.342105263,0.731707317,0.461538462,0.731707317,0.378378378,0.25,0.6,0.564102564,0.675,0.641025641,0.41025641,0.447368421,0.5,0.243243243,0.85,0.333333333,0.675,0.27027027
2011-1-16,2010-11,0.634146341,0.769230769,0.25,0.394736842,0.675,0.2,0.666666667,0.58974359,0.35,0.41025641,0.43902439,0.432432432,0.342105263,0.731707317,0.475,0.714285714,0.378378378,0.243902439,0.609756098,0.564102564,0.675,0.65,0.41025641,0.447368421,0.512195122,0.236842105,0.85,0.325,0.675,0.289473684
2011-1-17,2010-11,0.634146341,0.769230769,0.25,0.394736842,0.675,0.2,0.666666667,0.575,0.35,0.41025641,0.43902439,0.432432432,0.358974359,0.714285714,0.475,0.714285714,0.378378378,0.243902439,0.609756098,0.564102564,0.675,0.65,0.41025641,0.447368421,0.512195122,0.236842105,0.853658537,0.325,0.675,0.289473684
2011-1-18,2010-11,0.642857143,0.775,0.243902439,0.384615385,0.682926829,0.2,0.65,0.575,0.365853659,0.425,0.452380952,0.421052632,0.375,0.720930233,0.463414634,0.714285714,0.368421053,0.238095238,0.619047619,0.55,0.658536585,0.634146341,0.425,0.461538462,0.523809524,0.230769231,0.853658537,0.317073171,0.658536585,0.307692308
2011-1-19,2010-11,0.651162791,0.775,0.243902439,0.4,0.666666667,0.2,0.65,0.575,0.365853659,0.425,0.452380952,0.421052632,0.375,0.720930233,0.463414634,0.697674419,0.368421053,0.238095238,0.619047619,0.55,0.658536585,0.634146341,0.425,0.461538462,0.523809524,0.230769231,0.853658537,0.317073171,0.658536585,0.307692308
2011-1-20,2010-11,0.651162791,0.780487805,0.261904762,0.4,0.666666667,0.195121951,0.658536585,0.585365854,0.357142857,0.43902439,0.465116279,0.41025641,0.390243902,0.704545455,0.452380952,0.697674419,0.384615385,0.23255814,0.627906977,0.536585366,0.642857143,0.642857143,0.414634146,0.475,0.534883721,0.225,0.857142857,0.30952381,0.642857143,0.3
2011-1-21,2010-11,0.651162791,0.780487805,0.261904762,0.414634146,0.674418605,0.195121951,0.642857143,0.585365854,0.357142857,0.43902439,0.465116279,0.41025641,0.380952381,0.704545455,0.452380952,0.697674419,0.384615385,0.23255814,0.627906977,0.536585366,0.642857143,0.642857143,0.404761905,0.475,0.545454545,0.225,0.857142857,0.30952381,0.642857143,0.3
2011-1-22,2010-11,0.636363636,0.785714286,0.279069767,0.414634146,0.674418605,0.19047619,0.642857143,0.571428571,0.348837209,0.452380952,0.454545455,0.41025641,0.380952381,0.711111111,0.465116279,0.697674419,0.4,0.23255814,0.636363636,0.523809524,0.642857143,0.651162791,0.404761905,0.487804878,0.545454545,0.219512195,0.860465116,0.302325581,0.627906977,0.292682927
2011-1-23,2010-11,0.644444444,0.76744186,0.272727273,0.404761905,0.681818182,0.186046512,0.651162791,0.571428571,0.363636364,0.441860465,0.444444444,0.4,0.395348837,0.711111111,0.477272727,0.704545455,0.390243902,0.23255814,0.644444444,0.511627907,0.651162791,0.659090909,0.418604651,0.476190476,0.555555556,0.219512195,0.840909091,0.295454545,0.613636364,0.30952381
2011-1-24,2010-11,0.644444444,0.76744186,0.272727273,0.404761905,0.681818182,0.186046512,0.651162791,0.581395349,0.363636364,0.441860465,0.444444444,0.390243902,0.395348837,0.711111111,0.477272727,0.704545455,0.390243902,0.23255814,0.644444444,0.511627907,0.651162791,0.659090909,0.418604651,0.476190476,0.555555556,0.219512195,0.840909091,0.295454545,0.613636364,0.30952381
2011-1-25,2010-11,0.644444444,0.76744186,0.288888889,0.404761905,0.688888889,0.181818182,0.651162791,0.581395349,0.377777778,0.431818182,0.456521739,0.390243902,0.395348837,0.711111111,0.488888889,0.704545455,0.380952381,0.227272727,0.652173913,0.522727273,0.636363636,0.644444444,0.431818182,0.465116279,0.543478261,0.238095238,0.844444444,0.288888889,0.613636364,0.302325581
2011-1-26,2010-11,0.644444444,0.772727273,0.288888889,0.418604651,0.688888889,0.177777778,0.659090909,0.590909091,0.377777778,0.431818182,0.456521739,0.390243902,0.386363636,0.717391304,0.488888889,0.704545455,0.380952381,0.227272727,0.652173913,0.522727273,0.636363636,0.644444444,0.431818182,0.465116279,0.543478261,0.23255814,0.844444444,0.288888889,0.6,0.295454545
2011-1-27,2010-11,0.630434783,0.772727273,0.304347826,0.431818182,0.688888889,0.177777778,0.659090909,0.6,0.369565217,0.422222222,0.468085106,0.380952381,0.377777778,0.717391304,0.47826087,0.704545455,0.395348837,0.222222222,0.659574468,0.522727273,0.644444444,0.652173913,0.444444444,0.454545455,0.543478261,0.23255814,0.847826087,0.282608696,0.586956522,0.295454545
2011-1-28,2010-11,0.630434783,0.777777778,0.304347826,0.431818182,0.688888889,0.177777778,0.666666667,0.6,0.369565217,0.422222222,0.458333333,0.380952381,0.377777778,0.717391304,0.47826087,0.688888889,0.395348837,0.222222222,0.659574468,0.533333333,0.644444444,0.652173913,0.444444444,0.454545455,0.531914894,0.23255814,0.847826087,0.282608696,0.586956522,0.295454545
2011-1-29,2010-11,0.638297872,0.760869565,0.29787234,0.444444444,0.695652174,0.173913043,0.666666667,0.608695652,0.361702128,0.413043478,0.458333333,0.395348837,0.377777778,0.70212766,0.489361702,0.695652174,0.409090909,0.217391304,0.659574468,0.52173913,0.652173913,0.638297872,0.434782609,0.466666667,0.531914894,0.25,0.847826087,0.276595745,0.595744681,0.288888889
2011-1-30,2010-11,0.625,0.760869565,0.291666667,0.434782609,0.70212766,0.173913043,0.673913043,0.608695652,0.361702128,0.413043478,0.448979592,0.386363636,0.391304348,0.70212766,0.5,0.695652174,0.422222222,0.234042553,0.645833333,0.52173913,0.652173913,0.638297872,0.434782609,0.466666667,0.531914894,0.266666667,0.85106383,0.270833333,0.595744681,0.282608696
2011-1-31,2010-11,0.625,0.765957447,0.291666667,0.434782609,0.70212766,0.170212766,0.673913043,0.595744681,0.354166667,0.425531915,0.448979592,0.386363636,0.391304348,0.6875,0.5,0.70212766,0.422222222,0.234042553,0.632653061,0.531914894,0.638297872,0.645833333,0.446808511,0.47826087,0.531914894,0.266666667,0.85106383,0.270833333,0.583333333,0.282608696
2011-2-1,2010-11,0.625,0.765957447,0.306122449,0.425531915,0.70212766,0.166666667,0.680851064,0.583333333,0.354166667,0.425531915,0.448979592,0.4,0.404255319,0.6875,0.510204082,0.708333333,0.413043478,0.234042553,0.632653061,0.531914894,0.638297872,0.632653061,0.446808511,0.47826087,0.531914894,0.266666667,0.85106383,0.265306122,0.591836735,0.276595745
2011-2-2,2010-11,0.625,0.770833333,0.306122449,0.425531915,0.70212766,0.166666667,0.680851064,0.583333333,0.354166667,0.425531915,0.44,0.4,0.404255319,0.693877551,0.510204082,0.708333333,0.413043478,0.234042553,0.64,0.531914894,0.638297872,0.632653061,0.446808511,0.47826087,0.541666667,0.260869565,0.833333333,0.265306122,0.591836735,0.270833333
2011-2-3,2010-11,0.632653061,0.770833333,0.3,0.4375,0.708333333,0.163265306,0.6875,0.591836735,0.346938776,0.425531915,0.450980392,0.413043478,0.395833333,0.693877551,0.52,0.708333333,0.404255319,0.229166667,0.62745098,0.520833333,0.645833333,0.632653061,0.458333333,0.489361702,0.530612245,0.260869565,0.833333333,0.26,0.58,0.270833333
2011-2-4,2010-11,0.632653061,0.770833333,0.3,0.4375,0.708333333,0.163265306,0.6875,0.591836735,0.346938776,0.4375,0.450980392,0.413043478,0.395833333,0.68,0.52,0.714285714,0.395833333,0.229166667,0.62745098,0.520833333,0.645833333,0.62,0.458333333,0.489361702,0.530612245,0.260869565,0.836734694,0.26,0.58,0.270833333
2011-2-5,2010-11,0.64,0.755102041,0.294117647,0.428571429,0.708333333,0.16,0.693877551,0.58,0.36,0.4375,0.450980392,0.425531915,0.387755102,0.68,0.529411765,0.72,0.395833333,0.224489796,0.62745098,0.510204082,0.653061224,0.62745098,0.469387755,0.479166667,0.52,0.255319149,0.84,0.274509804,0.588235294,0.265306122
2011-2-6,2010-11,0.647058824,0.755102041,0.294117647,0.42,0.693877551,0.156862745,0.7,0.588235294,0.37254902,0.448979592,0.461538462,0.425531915,0.387755102,0.68627451,0.519230769,0.72,0.387755102,0.22,0.615384615,0.510204082,0.66,0.62745098,0.469387755,0.479166667,0.529411765,0.255319149,0.84,0.274509804,0.576923077,0.26
2011-2-7,2010-11,0.647058824,0.76,0.288461538,0.42,0.693877551,0.156862745,0.7,0.588235294,0.37254902,0.448979592,0.461538462,0.4375,0.38,0.68627451,0.519230769,0.725490196,0.387755102,0.22,0.615384615,0.52,0.66,0.615384615,0.46,0.479166667,0.529411765,0.255319149,0.84,0.274509804,0.576923077,0.26
2011-2-8,2010-11,0.647058824,0.745098039,0.288461538,0.431372549,0.68,0.153846154,0.705882353,0.576923077,0.37254902,0.44,0.471698113,0.4375,0.38,0.692307692,0.509433962,0.725490196,0.387755102,0.235294118,0.603773585,0.52,0.66,0.615384615,0.46,0.489795918,0.538461538,0.25,0.84,0.274509804,0.58490566,0.26
2011-2-9,2010-11,0.634615385,0.745098039,0.288461538,0.431372549,0.68,0.153846154,0.705882353,0.576923077,0.365384615,0.44,0.462962963,0.428571429,0.37254902,0.692307692,0.518518519,0.730769231,0.4,0.25,0.603773585,0.52,0.647058824,0.622641509,0.470588235,0.489795918,0.538461538,0.25,0.843137255,0.269230769,0.58490566,0.26
2011-2-10,2010-11,0.634615385,0.745098039,0.301886792,0.423076923,0.68627451,0.150943396,0.711538462,0.566037736,0.377358491,0.450980392,0.462962963,0.44,0.384615385,0.692307692,0.518518519,0.730769231,0.392156863,0.25,0.592592593,0.509803922,0.647058824,0.62962963,0.461538462,0.489795918,0.538461538,0.244897959,0.846153846,0.264150943,0.574074074,0.274509804
2011-2-11,2010-11,0.634615385,0.730769231,0.301886792,0.423076923,0.68627451,0.150943396,0.698113208,0.574074074,0.377358491,0.442307692,0.462962963,0.44,0.384615385,0.698113208,0.518518519,0.730769231,0.392156863,0.25,0.592592593,0.509803922,0.647058824,0.62962963,0.461538462,0.5,0.538461538,0.244897959,0.846153846,0.264150943,0.574074074,0.274509804
2011-2-12,2010-11,0.634615385,0.730769231,0.314814815,0.41509434,0.68627451,0.166666667,0.698113208,0.574074074,0.37037037,0.442307692,0.462962963,0.450980392,0.377358491,0.703703704,0.527272727,0.735849057,0.384615385,0.245283019,0.6,0.5,0.647058824,0.618181818,0.471698113,0.509803922,0.547169811,0.244897959,0.830188679,0.259259259,0.563636364,0.274509804
2011-2-13,2010-11,0.622641509,0.730769231,0.309090909,0.425925926,0.692307692,0.166666667,0.703703704,0.574074074,0.37037037,0.442307692,0.454545455,0.461538462,0.377358491,0.703703704,0.527272727,0.735849057,0.377358491,0.240740741,0.589285714,0.509433962,0.653846154,0.618181818,0.481481481,0.509803922,0.547169811,0.24,0.833333333,0.259259259,0.563636364,0.269230769
2011-2-14,2010-11,0.622641509,0.735849057,0.309090909,0.425925926,0.692307692,0.163636364,0.703703704,0.563636364,0.363636364,0.452830189,0.454545455,0.461538462,0.37037037,0.690909091,0.535714286,0.722222222,0.377358491,0.240740741,0.589285714,0.509433962,0.641509434,0.625,0.481481481,0.5,0.555555556,0.254901961,0.833333333,0.272727273,0.563636364,0.283018868
2011-2-15,2010-11,0.62962963,0.735849057,0.303571429,0.436363636,0.692307692,0.163636364,0.703703704,0.553571429,0.357142857,0.452830189,0.464285714,0.461538462,0.363636364,0.678571429,0.535714286,0.722222222,0.388888889,0.236363636,0.589285714,0.509433962,0.641509434,0.625,0.481481481,0.5,0.563636364,0.254901961,0.836363636,0.272727273,0.563636364,0.283018868
2011-2-16,2010-11,0.62962963,0.735849057,0.303571429,0.428571429,0.698113208,0.163636364,0.703703704,0.553571429,0.357142857,0.462962963,0.464285714,0.452830189,0.363636364,0.678571429,0.543859649,0.727272727,0.388888889,0.236363636,0.578947368,0.509433962,0.648148148,0.625,0.472727273,0.509433962,0.563636364,0.25,0.836363636,0.272727273,0.553571429,0.283018868
2011-2-17,2010-11,0.618181818,0.740740741,0.298245614,0.428571429,0.698113208,0.178571429,0.709090909,0.561403509,0.368421053,0.472727273,0.456140351,0.444444444,0.375,0.666666667,0.543859649,0.732142857,0.381818182,0.232142857,0.568965517,0.518518519,0.648148148,0.631578947,0.482142857,0.509433962,0.571428571,0.245283019,0.836363636,0.267857143,0.543859649,0.277777778
2011-2-18,2010-11,0.618181818,0.740740741,0.298245614,0.428571429,0.703703704,0.178571429,0.714285714,0.561403509,0.368421053,0.472727273,0.456140351,0.444444444,0.375,0.666666667,0.543859649,0.732142857,0.381818182,0.232142857,0.568965517,0.518518519,0.648148148,0.631578947,0.482142857,0.5,0.571428571,0.245283019,0.821428571,0.267857143,0.543859649,0.277777778
2011-2-19,2010-11,0.618181818,0.740740741,0.298245614,0.428571429,0.703703704,0.178571429,0.714285714,0.561403509,0.368421053,0.472727273,0.456140351,0.444444444,0.375,0.666666667,0.543859649,0.732142857,0.381818182,0.232142857,0.568965517,0.518518519,0.648148148,0.631578947,0.482142857,0.5,0.571428571,0.245283019,0.821428571,0.267857143,0.543859649,0.277777778
2011-2-20,2010-11,0.618181818,0.740740741,0.298245614,0.428571429,0.703703704,0.178571429,0.714285714,0.561403509,0.368421053,0.472727273,0.456140351,0.444444444,0.375,0.666666667,0.543859649,0.732142857,0.381818182,0.232142857,0.568965517,0.518518519,0.648148148,0.631578947,0.482142857,0.5,0.571428571,0.245283019,0.821428571,0.267857143,0.543859649,0.277777778
2011-2-21,2010-11,0.618181818,0.740740741,0.298245614,0.428571429,0.703703704,0.178571429,0.714285714,0.561403509,0.368421053,0.472727273,0.456140351,0.444444444,0.375,0.666666667,0.543859649,0.732142857,0.381818182,0.232142857,0.568965517,0.518518519,0.648148148,0.631578947,0.482142857,0.5,0.571428571,0.245283019,0.821428571,0.267857143,0.543859649,0.277777778
2011-2-22,2010-11,0.618181818,0.740740741,0.298245614,0.428571429,0.703703704,0.178571429,0.714285714,0.561403509,0.368421053,0.472727273,0.456140351,0.444444444,0.375,0.666666667,0.543859649,0.732142857,0.381818182,0.232142857,0.568965517,0.518518519,0.648148148,0.631578947,0.482142857,0.5,0.571428571,0.245283019,0.821428571,0.267857143,0.543859649,0.277777778
2011-2-23,2010-11,0.607142857,0.745454545,0.298245614,0.438596491,0.703703704,0.178571429,0.714285714,0.568965517,0.362068966,0.464285714,0.465517241,0.454545455,0.368421053,0.672413793,0.534482759,0.736842105,0.392857143,0.228070175,0.568965517,0.518518519,0.654545455,0.631578947,0.482142857,0.5,0.571428571,0.240740741,0.821428571,0.263157895,0.543859649,0.272727273
2011-2-24,2010-11,0.596491228,0.745454545,0.298245614,0.438596491,0.690909091,0.175438596,0.719298246,0.568965517,0.355932203,0.464285714,0.474576271,0.464285714,0.362068966,0.677966102,0.542372881,0.736842105,0.385964912,0.224137931,0.576271186,0.527272727,0.642857143,0.620689655,0.49122807,0.509090909,0.561403509,0.254545455,0.824561404,0.275862069,0.534482759,0.267857143
